Epoch, MSE
1666, 0.250945
1667, 0.250944
1668, 0.250944
1669, 0.250944
1670, 0.250944
1671, 0.250944
1672, 0.250943
1673, 0.250943
1674, 0.250943
1675, 0.250943
1676, 0.250943
1677, 0.250943
1678, 0.250942
1679, 0.250942
1680, 0.250942
1681, 0.250942
1682, 0.250942
1683, 0.250941
1684, 0.250941
1685, 0.250941
1686, 0.250941
1687, 0.250941
1688, 0.250941
1689, 0.25094
1690, 0.25094
1691, 0.25094
1692, 0.25094
1693, 0.25094
1694, 0.25094
1695, 0.250939
1696, 0.250939
1697, 0.250939
1698, 0.250939
1699, 0.250939
1700, 0.250938
1701, 0.250938
1702, 0.250938
1703, 0.250938
1704, 0.250938
1705, 0.250938
1706, 0.250937
1707, 0.250937
1708, 0.250937
1709, 0.250937
1710, 0.250937
1711, 0.250936
1712, 0.250936
1713, 0.250936
1714, 0.250936
1715, 0.250936
1716, 0.250936
1717, 0.250935
1718, 0.250935
1719, 0.250935
1720, 0.250935
1721, 0.250935
1722, 0.250935
1723, 0.250934
1724, 0.250934
1725, 0.250934
1726, 0.250934
1727, 0.250934
1728, 0.250933
1729, 0.250933
1730, 0.250933
1731, 0.250933
1732, 0.250933
1733, 0.250933
1734, 0.250932
1735, 0.250932
1736, 0.250932
1737, 0.250932
1738, 0.250932
1739, 0.250932
1740, 0.250931
1741, 0.250931
1742, 0.250931
1743, 0.250931
1744, 0.250931
1745, 0.25093
1746, 0.25093
1747, 0.25093
1748, 0.25093
1749, 0.25093
1750, 0.25093
1751, 0.250929
1752, 0.250929
1753, 0.250929
1754, 0.250929
1755, 0.250929
1756, 0.250929
1757, 0.250928
1758, 0.250928
1759, 0.250928
1760, 0.250928
1761, 0.250928
1762, 0.250927
1763, 0.250927
1764, 0.250927
1765, 0.250927
1766, 0.250927
1767, 0.250927
1768, 0.250926
1769, 0.250926
1770, 0.250926
1771, 0.250926
1772, 0.250926
1773, 0.250926
1774, 0.250925
1775, 0.250925
1776, 0.250925
1777, 0.250925
1778, 0.250925
1779, 0.250924
1780, 0.250924
1781, 0.250924
1782, 0.250924
1783, 0.250924
1784, 0.250924
1785, 0.250923
1786, 0.250923
1787, 0.250923
1788, 0.250923
1789, 0.250923
1790, 0.250923
1791, 0.250922
1792, 0.250922
1793, 0.250922
1794, 0.250922
1795, 0.250922
1796, 0.250921
1797, 0.250921
1798, 0.250921
1799, 0.250921
1800, 0.250921
1801, 0.250921
1802, 0.25092
1803, 0.25092
1804, 0.25092
1805, 0.25092
1806, 0.25092
1807, 0.25092
1808, 0.250919
1809, 0.250919
1810, 0.250919
1811, 0.250919
1812, 0.250919
1813, 0.250919
1814, 0.250918
1815, 0.250918
1816, 0.250918
1817, 0.250918
1818, 0.250918
1819, 0.250917
1820, 0.250917
1821, 0.250917
1822, 0.250917
1823, 0.250917
1824, 0.250917
1825, 0.250916
1826, 0.250916
1827, 0.250916
1828, 0.250916
1829, 0.250916
1830, 0.250916
1831, 0.250915
1832, 0.250915
1833, 0.250915
1834, 0.250915
1835, 0.250915
1836, 0.250915
1837, 0.250914
1838, 0.250914
1839, 0.250914
1840, 0.250914
1841, 0.250914
1842, 0.250913
1843, 0.250913
1844, 0.250913
1845, 0.250913
1846, 0.250913
1847, 0.250913
1848, 0.250912
1849, 0.250912
1850, 0.250912
1851, 0.250912
1852, 0.250912
1853, 0.250912
1854, 0.250911
1855, 0.250911
1856, 0.250911
1857, 0.250911
1858, 0.250911
1859, 0.250911
1860, 0.25091
1861, 0.25091
1862, 0.25091
1863, 0.25091
1864, 0.25091
1865, 0.25091
1866, 0.250909
1867, 0.250909
1868, 0.250909
1869, 0.250909
1870, 0.250909
1871, 0.250908
1872, 0.250908
1873, 0.250908
1874, 0.250908
1875, 0.250908
1876, 0.250908
1877, 0.250907
1878, 0.250907
1879, 0.250907
1880, 0.250907
1881, 0.250907
1882, 0.250907
1883, 0.250906
1884, 0.250906
1885, 0.250906
1886, 0.250906
1887, 0.250906
1888, 0.250906
1889, 0.250905
1890, 0.250905
1891, 0.250905
1892, 0.250905
1893, 0.250905
1894, 0.250905
1895, 0.250904
1896, 0.250904
1897, 0.250904
1898, 0.250904
1899, 0.250904
1900, 0.250903
1901, 0.250903
1902, 0.250903
1903, 0.250903
1904, 0.250903
1905, 0.250903
1906, 0.250902
1907, 0.250902
1908, 0.250902
1909, 0.250902
1910, 0.250902
1911, 0.250902
1912, 0.250901
1913, 0.250901
1914, 0.250901
1915, 0.250901
1916, 0.250901
1917, 0.250901
1918, 0.2509
1919, 0.2509
1920, 0.2509
1921, 0.2509
1922, 0.2509
1923, 0.2509
1924, 0.250899
1925, 0.250899
1926, 0.250899
1927, 0.250899
1928, 0.250899
1929, 0.250899
1930, 0.250898
1931, 0.250898
1932, 0.250898
1933, 0.250898
1934, 0.250898
1935, 0.250898
1936, 0.250897
1937, 0.250897
1938, 0.250897
1939, 0.250897
1940, 0.250897
1941, 0.250896
1942, 0.250896
1943, 0.250896
1944, 0.250896
1945, 0.250896
1946, 0.250896
1947, 0.250895
1948, 0.250895
1949, 0.250895
1950, 0.250895
1951, 0.250895
1952, 0.250895
1953, 0.250894
1954, 0.250894
1955, 0.250894
1956, 0.250894
1957, 0.250894
1958, 0.250894
1959, 0.250893
1960, 0.250893
1961, 0.250893
1962, 0.250893
1963, 0.250893
1964, 0.250893
1965, 0.250892
1966, 0.250892
1967, 0.250892
1968, 0.250892
1969, 0.250892
1970, 0.250892
1971, 0.250891
1972, 0.250891
1973, 0.250891
1974, 0.250891
1975, 0.250891
1976, 0.250891
1977, 0.25089
1978, 0.25089
1979, 0.25089
1980, 0.25089
1981, 0.25089
1982, 0.25089
1983, 0.250889
1984, 0.250889
1985, 0.250889
1986, 0.250889
1987, 0.250889
1988, 0.250889
1989, 0.250888
1990, 0.250888
1991, 0.250888
1992, 0.250888
1993, 0.250888
1994, 0.250888
1995, 0.250887
1996, 0.250887
1997, 0.250887
1998, 0.250887
1999, 0.250887
2000, 0.250887
2001, 0.250886
2002, 0.250886
2003, 0.250886
2004, 0.250886
2005, 0.250886
2006, 0.250885
2007, 0.250885
2008, 0.250885
2009, 0.250885
2010, 0.250885
2011, 0.250885
2012, 0.250884
2013, 0.250884
2014, 0.250884
2015, 0.250884
2016, 0.250884
2017, 0.250884
2018, 0.250883
2019, 0.250883
2020, 0.250883
2021, 0.250883
2022, 0.250883
2023, 0.250883
2024, 0.250882
2025, 0.250882
2026, 0.250882
2027, 0.250882
2028, 0.250882
2029, 0.250882
2030, 0.250881
2031, 0.250881
2032, 0.250881
2033, 0.250881
2034, 0.250881
2035, 0.250881
2036, 0.25088
2037, 0.25088
2038, 0.25088
2039, 0.25088
2040, 0.25088
2041, 0.25088
2042, 0.250879
2043, 0.250879
2044, 0.250879
2045, 0.250879
2046, 0.250879
2047, 0.250879
2048, 0.250878
2049, 0.250878
2050, 0.250878
2051, 0.250878
2052, 0.250878
2053, 0.250878
2054, 0.250877
2055, 0.250877
2056, 0.250877
2057, 0.250877
2058, 0.250877
2059, 0.250877
2060, 0.250876
2061, 0.250876
2062, 0.250876
2063, 0.250876
2064, 0.250876
2065, 0.250876
2066, 0.250875
2067, 0.250875
2068, 0.250875
2069, 0.250875
2070, 0.250875
2071, 0.250875
2072, 0.250874
2073, 0.250874
2074, 0.250874
2075, 0.250874
2076, 0.250874
2077, 0.250874
2078, 0.250873
2079, 0.250873
2080, 0.250873
2081, 0.250873
2082, 0.250873
2083, 0.250873
2084, 0.250872
2085, 0.250872
2086, 0.250872
2087, 0.250872
2088, 0.250872
2089, 0.250872
2090, 0.250871
2091, 0.250871
2092, 0.250871
2093, 0.250871
2094, 0.250871
2095, 0.250871
2096, 0.250871
2097, 0.25087
2098, 0.25087
2099, 0.25087
2100, 0.25087
2101, 0.25087
2102, 0.25087
2103, 0.250869
2104, 0.250869
2105, 0.250869
2106, 0.250869
2107, 0.250869
2108, 0.250869
2109, 0.250868
2110, 0.250868
2111, 0.250868
2112, 0.250868
2113, 0.250868
2114, 0.250868
2115, 0.250867
2116, 0.250867
2117, 0.250867
2118, 0.250867
2119, 0.250867
2120, 0.250867
2121, 0.250866
2122, 0.250866
2123, 0.250866
2124, 0.250866
2125, 0.250866
2126, 0.250866
2127, 0.250865
2128, 0.250865
2129, 0.250865
2130, 0.250865
2131, 0.250865
2132, 0.250865
2133, 0.250864
2134, 0.250864
2135, 0.250864
2136, 0.250864
2137, 0.250864
2138, 0.250864
2139, 0.250863
2140, 0.250863
2141, 0.250863
2142, 0.250863
2143, 0.250863
2144, 0.250863
2145, 0.250862
2146, 0.250862
2147, 0.250862
2148, 0.250862
2149, 0.250862
2150, 0.250862
2151, 0.250861
2152, 0.250861
2153, 0.250861
2154, 0.250861
2155, 0.250861
2156, 0.250861
2157, 0.25086
2158, 0.25086
2159, 0.25086
2160, 0.25086
2161, 0.25086
2162, 0.25086
2163, 0.250859
2164, 0.250859
2165, 0.250859
2166, 0.250859
2167, 0.250859
2168, 0.250859
2169, 0.250859
2170, 0.250858
2171, 0.250858
2172, 0.250858
2173, 0.250858
2174, 0.250858
2175, 0.250858
2176, 0.250857
2177, 0.250857
2178, 0.250857
2179, 0.250857
2180, 0.250857
2181, 0.250857
2182, 0.250856
2183, 0.250856
2184, 0.250856
2185, 0.250856
2186, 0.250856
2187, 0.250856
2188, 0.250855
2189, 0.250855
2190, 0.250855
2191, 0.250855
2192, 0.250855
2193, 0.250855
2194, 0.250854
2195, 0.250854
2196, 0.250854
2197, 0.250854
2198, 0.250854
2199, 0.250854
2200, 0.250853
2201, 0.250853
2202, 0.250853
2203, 0.250853
2204, 0.250853
2205, 0.250853
2206, 0.250853
2207, 0.250852
2208, 0.250852
2209, 0.250852
2210, 0.250852
2211, 0.250852
2212, 0.250852
2213, 0.250851
2214, 0.250851
2215, 0.250851
2216, 0.250851
2217, 0.250851
2218, 0.250851
2219, 0.25085
2220, 0.25085
2221, 0.25085
2222, 0.25085
2223, 0.25085
2224, 0.25085
2225, 0.250849
2226, 0.250849
2227, 0.250849
2228, 0.250849
2229, 0.250849
2230, 0.250849
2231, 0.250848
2232, 0.250848
2233, 0.250848
2234, 0.250848
2235, 0.250848
2236, 0.250848
2237, 0.250848
2238, 0.250847
2239, 0.250847
2240, 0.250847
2241, 0.250847
2242, 0.250847
2243, 0.250847
2244, 0.250846
2245, 0.250846
2246, 0.250846
2247, 0.250846
2248, 0.250846
2249, 0.250846
2250, 0.250845
2251, 0.250845
2252, 0.250845
2253, 0.250845
2254, 0.250845
2255, 0.250845
2256, 0.250844
2257, 0.250844
2258, 0.250844
2259, 0.250844
2260, 0.250844
2261, 0.250844
2262, 0.250843
2263, 0.250843
2264, 0.250843
2265, 0.250843
2266, 0.250843
2267, 0.250843
2268, 0.250843
2269, 0.250842
2270, 0.250842
2271, 0.250842
2272, 0.250842
2273, 0.250842
2274, 0.250842
2275, 0.250841
2276, 0.250841
2277, 0.250841
2278, 0.250841
2279, 0.250841
2280, 0.250841
2281, 0.25084
2282, 0.25084
2283, 0.25084
2284, 0.25084
2285, 0.25084
2286, 0.25084
2287, 0.250839
2288, 0.250839
2289, 0.250839
2290, 0.250839
2291, 0.250839
2292, 0.250839
2293, 0.250839
2294, 0.250838
2295, 0.250838
2296, 0.250838
2297, 0.250838
2298, 0.250838
2299, 0.250838
2300, 0.250837
2301, 0.250837
2302, 0.250837
2303, 0.250837
2304, 0.250837
2305, 0.250837
2306, 0.250836
2307, 0.250836
2308, 0.250836
2309, 0.250836
2310, 0.250836
2311, 0.250836
2312, 0.250836
2313, 0.250835
2314, 0.250835
2315, 0.250835
2316, 0.250835
2317, 0.250835
2318, 0.250835
2319, 0.250834
2320, 0.250834
2321, 0.250834
2322, 0.250834
2323, 0.250834
2324, 0.250834
2325, 0.250833
2326, 0.250833
2327, 0.250833
2328, 0.250833
2329, 0.250833
2330, 0.250833
2331, 0.250832
2332, 0.250832
2333, 0.250832
2334, 0.250832
2335, 0.250832
2336, 0.250832
2337, 0.250832
2338, 0.250831
2339, 0.250831
2340, 0.250831
2341, 0.250831
2342, 0.250831
2343, 0.250831
2344, 0.25083
2345, 0.25083
2346, 0.25083
2347, 0.25083
2348, 0.25083
2349, 0.25083
2350, 0.250829
2351, 0.250829
2352, 0.250829
2353, 0.250829
2354, 0.250829
2355, 0.250829
2356, 0.250829
2357, 0.250828
2358, 0.250828
2359, 0.250828
2360, 0.250828
2361, 0.250828
2362, 0.250828
2363, 0.250827
2364, 0.250827
2365, 0.250827
2366, 0.250827
2367, 0.250827
2368, 0.250827
2369, 0.250827
2370, 0.250826
2371, 0.250826
2372, 0.250826
2373, 0.250826
2374, 0.250826
2375, 0.250826
2376, 0.250825
2377, 0.250825
2378, 0.250825
2379, 0.250825
2380, 0.250825
2381, 0.250825
2382, 0.250824
2383, 0.250824
2384, 0.250824
2385, 0.250824
2386, 0.250824
2387, 0.250824
2388, 0.250824
2389, 0.250823
2390, 0.250823
2391, 0.250823
2392, 0.250823
2393, 0.250823
2394, 0.250823
2395, 0.250822
2396, 0.250822
2397, 0.250822
2398, 0.250822
2399, 0.250822
2400, 0.250822
2401, 0.250821
2402, 0.250821
2403, 0.250821
2404, 0.250821
2405, 0.250821
2406, 0.250821
2407, 0.250821
2408, 0.25082
2409, 0.25082
2410, 0.25082
2411, 0.25082
2412, 0.25082
2413, 0.25082
2414, 0.250819
2415, 0.250819
2416, 0.250819
2417, 0.250819
2418, 0.250819
2419, 0.250819
2420, 0.250819
2421, 0.250818
2422, 0.250818
2423, 0.250818
2424, 0.250818
2425, 0.250818
2426, 0.250818
2427, 0.250817
2428, 0.250817
2429, 0.250817
2430, 0.250817
2431, 0.250817
2432, 0.250817
2433, 0.250816
2434, 0.250816
2435, 0.250816
2436, 0.250816
2437, 0.250816
2438, 0.250816
2439, 0.250816
2440, 0.250815
2441, 0.250815
2442, 0.250815
2443, 0.250815
2444, 0.250815
2445, 0.250815
2446, 0.250814
2447, 0.250814
2448, 0.250814
2449, 0.250814
2450, 0.250814
2451, 0.250814
2452, 0.250814
2453, 0.250813
2454, 0.250813
2455, 0.250813
2456, 0.250813
2457, 0.250813
2458, 0.250813
2459, 0.250812
2460, 0.250812
2461, 0.250812
2462, 0.250812
2463, 0.250812
2464, 0.250812
2465, 0.250812
2466, 0.250811
2467, 0.250811
2468, 0.250811
2469, 0.250811
2470, 0.250811
2471, 0.250811
2472, 0.25081
2473, 0.25081
2474, 0.25081
2475, 0.25081
2476, 0.25081
2477, 0.25081
2478, 0.25081
2479, 0.250809
2480, 0.250809
2481, 0.250809
2482, 0.250809
2483, 0.250809
2484, 0.250809
2485, 0.250808
2486, 0.250808
2487, 0.250808
2488, 0.250808
2489, 0.250808
2490, 0.250808
2491, 0.250808
2492, 0.250807
2493, 0.250807
2494, 0.250807
2495, 0.250807
2496, 0.250807
2497, 0.250807
2498, 0.250806
2499, 0.250806
2500, 0.250806
2501, 0.250806
2502, 0.250806
2503, 0.250806
2504, 0.250806
2505, 0.250805
2506, 0.250805
2507, 0.250805
2508, 0.250805
2509, 0.250805
2510, 0.250805
2511, 0.250804
2512, 0.250804
2513, 0.250804
2514, 0.250804
2515, 0.250804
2516, 0.250804
2517, 0.250804
2518, 0.250803
2519, 0.250803
2520, 0.250803
2521, 0.250803
2522, 0.250803
2523, 0.250803
2524, 0.250802
2525, 0.250802
2526, 0.250802
2527, 0.250802
2528, 0.250802
2529, 0.250802
2530, 0.250802
2531, 0.250801
2532, 0.250801
2533, 0.250801
2534, 0.250801
2535, 0.250801
2536, 0.250801
2537, 0.2508
2538, 0.2508
2539, 0.2508
2540, 0.2508
2541, 0.2508
2542, 0.2508
2543, 0.2508
2544, 0.250799
2545, 0.250799
2546, 0.250799
2547, 0.250799
2548, 0.250799
2549, 0.250799
2550, 0.250798
2551, 0.250798
2552, 0.250798
2553, 0.250798
2554, 0.250798
2555, 0.250798
2556, 0.250798
2557, 0.250797
2558, 0.250797
2559, 0.250797
2560, 0.250797
2561, 0.250797
2562, 0.250797
2563, 0.250797
2564, 0.250796
2565, 0.250796
2566, 0.250796
2567, 0.250796
2568, 0.250796
2569, 0.250796
2570, 0.250795
2571, 0.250795
2572, 0.250795
2573, 0.250795
2574, 0.250795
2575, 0.250795
2576, 0.250795
2577, 0.250794
2578, 0.250794
2579, 0.250794
2580, 0.250794
2581, 0.250794
2582, 0.250794
2583, 0.250793
2584, 0.250793
2585, 0.250793
2586, 0.250793
2587, 0.250793
2588, 0.250793
2589, 0.250793
2590, 0.250792
2591, 0.250792
2592, 0.250792
2593, 0.250792
2594, 0.250792
2595, 0.250792
2596, 0.250792
2597, 0.250791
2598, 0.250791
2599, 0.250791
2600, 0.250791
2601, 0.250791
2602, 0.250791
2603, 0.25079
2604, 0.25079
2605, 0.25079
2606, 0.25079
2607, 0.25079
2608, 0.25079
2609, 0.25079
2610, 0.250789
2611, 0.250789
2612, 0.250789
2613, 0.250789
2614, 0.250789
2615, 0.250789
2616, 0.250788
2617, 0.250788
2618, 0.250788
2619, 0.250788
2620, 0.250788
2621, 0.250788
2622, 0.250788
2623, 0.250787
2624, 0.250787
2625, 0.250787
2626, 0.250787
2627, 0.250787
2628, 0.250787
2629, 0.250787
2630, 0.250786
2631, 0.250786
2632, 0.250786
2633, 0.250786
2634, 0.250786
2635, 0.250786
2636, 0.250785
2637, 0.250785
2638, 0.250785
2639, 0.250785
2640, 0.250785
2641, 0.250785
2642, 0.250785
2643, 0.250784
2644, 0.250784
2645, 0.250784
2646, 0.250784
2647, 0.250784
2648, 0.250784
2649, 0.250784
2650, 0.250783
2651, 0.250783
2652, 0.250783
2653, 0.250783
2654, 0.250783
2655, 0.250783
2656, 0.250782
2657, 0.250782
2658, 0.250782
2659, 0.250782
2660, 0.250782
2661, 0.250782
2662, 0.250782
2663, 0.250781
2664, 0.250781
2665, 0.250781
2666, 0.250781
2667, 0.250781
2668, 0.250781
2669, 0.250781
2670, 0.25078
2671, 0.25078
2672, 0.25078
2673, 0.25078
2674, 0.25078
2675, 0.25078
2676, 0.250779
2677, 0.250779
2678, 0.250779
2679, 0.250779
2680, 0.250779
2681, 0.250779
2682, 0.250779
2683, 0.250778
2684, 0.250778
2685, 0.250778
2686, 0.250778
2687, 0.250778
2688, 0.250778
2689, 0.250778
2690, 0.250777
2691, 0.250777
2692, 0.250777
2693, 0.250777
2694, 0.250777
2695, 0.250777
2696, 0.250777
2697, 0.250776
2698, 0.250776
2699, 0.250776
2700, 0.250776
2701, 0.250776
2702, 0.250776
2703, 0.250775
2704, 0.250775
2705, 0.250775
2706, 0.250775
2707, 0.250775
2708, 0.250775
2709, 0.250775
2710, 0.250774
2711, 0.250774
2712, 0.250774
2713, 0.250774
2714, 0.250774
2715, 0.250774
2716, 0.250774
2717, 0.250773
2718, 0.250773
2719, 0.250773
2720, 0.250773
2721, 0.250773
2722, 0.250773
2723, 0.250773
2724, 0.250772
2725, 0.250772
2726, 0.250772
2727, 0.250772
2728, 0.250772
2729, 0.250772
2730, 0.250771
2731, 0.250771
2732, 0.250771
2733, 0.250771
2734, 0.250771
2735, 0.250771
2736, 0.250771
2737, 0.25077
2738, 0.25077
2739, 0.25077
2740, 0.25077
2741, 0.25077
2742, 0.25077
2743, 0.25077
2744, 0.250769
2745, 0.250769
2746, 0.250769
2747, 0.250769
2748, 0.250769
2749, 0.250769
2750, 0.250769
2751, 0.250768
2752, 0.250768
2753, 0.250768
2754, 0.250768
2755, 0.250768
2756, 0.250768
2757, 0.250767
2758, 0.250767
2759, 0.250767
2760, 0.250767
2761, 0.250767
2762, 0.250767
2763, 0.250767
2764, 0.250766
2765, 0.250766
2766, 0.250766
2767, 0.250766
2768, 0.250766
2769, 0.250766
2770, 0.250766
2771, 0.250765
2772, 0.250765
2773, 0.250765
2774, 0.250765
2775, 0.250765
2776, 0.250765
2777, 0.250765
2778, 0.250764
2779, 0.250764
2780, 0.250764
2781, 0.250764
2782, 0.250764
2783, 0.250764
2784, 0.250764
2785, 0.250763
2786, 0.250763
2787, 0.250763
2788, 0.250763
2789, 0.250763
2790, 0.250763
2791, 0.250763
2792, 0.250762
2793, 0.250762
2794, 0.250762
2795, 0.250762
2796, 0.250762
2797, 0.250762
2798, 0.250761
2799, 0.250761
2800, 0.250761
2801, 0.250761
2802, 0.250761
2803, 0.250761
2804, 0.250761
2805, 0.25076
2806, 0.25076
2807, 0.25076
2808, 0.25076
2809, 0.25076
2810, 0.25076
2811, 0.25076
2812, 0.250759
2813, 0.250759
2814, 0.250759
2815, 0.250759
2816, 0.250759
2817, 0.250759
2818, 0.250759
2819, 0.250758
2820, 0.250758
2821, 0.250758
2822, 0.250758
2823, 0.250758
2824, 0.250758
2825, 0.250758
2826, 0.250757
2827, 0.250757
2828, 0.250757
2829, 0.250757
2830, 0.250757
2831, 0.250757
2832, 0.250757
2833, 0.250756
2834, 0.250756
2835, 0.250756
2836, 0.250756
2837, 0.250756
2838, 0.250756
2839, 0.250756
2840, 0.250755
2841, 0.250755
2842, 0.250755
2843, 0.250755
2844, 0.250755
2845, 0.250755
2846, 0.250754
2847, 0.250754
2848, 0.250754
2849, 0.250754
2850, 0.250754
2851, 0.250754
2852, 0.250754
2853, 0.250753
2854, 0.250753
2855, 0.250753
2856, 0.250753
2857, 0.250753
2858, 0.250753
2859, 0.250753
2860, 0.250752
2861, 0.250752
2862, 0.250752
2863, 0.250752
2864, 0.250752
2865, 0.250752
2866, 0.250752
2867, 0.250751
2868, 0.250751
2869, 0.250751
2870, 0.250751
2871, 0.250751
2872, 0.250751
2873, 0.250751
2874, 0.25075
2875, 0.25075
2876, 0.25075
2877, 0.25075
2878, 0.25075
2879, 0.25075
2880, 0.25075
2881, 0.250749
2882, 0.250749
2883, 0.250749
2884, 0.250749
2885, 0.250749
2886, 0.250749
2887, 0.250749
2888, 0.250748
2889, 0.250748
2890, 0.250748
2891, 0.250748
2892, 0.250748
2893, 0.250748
2894, 0.250748
2895, 0.250747
2896, 0.250747
2897, 0.250747
2898, 0.250747
2899, 0.250747
2900, 0.250747
2901, 0.250747
2902, 0.250746
2903, 0.250746
2904, 0.250746
2905, 0.250746
2906, 0.250746
2907, 0.250746
2908, 0.250746
2909, 0.250745
2910, 0.250745
2911, 0.250745
2912, 0.250745
2913, 0.250745
2914, 0.250745
2915, 0.250745
2916, 0.250744
2917, 0.250744
2918, 0.250744
2919, 0.250744
2920, 0.250744
2921, 0.250744
2922, 0.250744
2923, 0.250743
2924, 0.250743
2925, 0.250743
2926, 0.250743
2927, 0.250743
2928, 0.250743
2929, 0.250743
2930, 0.250742
2931, 0.250742
2932, 0.250742
2933, 0.250742
2934, 0.250742
2935, 0.250742
2936, 0.250742
2937, 0.250741
2938, 0.250741
2939, 0.250741
2940, 0.250741
2941, 0.250741
2942, 0.250741
2943, 0.250741
2944, 0.25074
2945, 0.25074
2946, 0.25074
2947, 0.25074
2948, 0.25074
2949, 0.25074
2950, 0.25074
2951, 0.250739
2952, 0.250739
2953, 0.250739
2954, 0.250739
2955, 0.250739
2956, 0.250739
2957, 0.250739
2958, 0.250738
2959, 0.250738
2960, 0.250738
2961, 0.250738
2962, 0.250738
2963, 0.250738
2964, 0.250738
2965, 0.250737
2966, 0.250737
2967, 0.250737
2968, 0.250737
2969, 0.250737
2970, 0.250737
2971, 0.250737
2972, 0.250736
2973, 0.250736
2974, 0.250736
2975, 0.250736
2976, 0.250736
2977, 0.250736
2978, 0.250736
2979, 0.250735
2980, 0.250735
2981, 0.250735
2982, 0.250735
2983, 0.250735
2984, 0.250735
2985, 0.250735
2986, 0.250734
2987, 0.250734
2988, 0.250734
2989, 0.250734
2990, 0.250734
2991, 0.250734
2992, 0.250734
2993, 0.250733
2994, 0.250733
2995, 0.250733
2996, 0.250733
2997, 0.250733
2998, 0.250733
2999, 0.250733
3000, 0.250732
3001, 0.250732
3002, 0.250732
3003, 0.250732
3004, 0.250732
3005, 0.250732
3006, 0.250732
3007, 0.250731
3008, 0.250731
3009, 0.250731
3010, 0.250731
3011, 0.250731
3012, 0.250731
3013, 0.250731
3014, 0.25073
3015, 0.25073
3016, 0.25073
3017, 0.25073
3018, 0.25073
3019, 0.25073
3020, 0.25073
3021, 0.250729
3022, 0.250729
3023, 0.250729
3024, 0.250729
3025, 0.250729
3026, 0.250729
3027, 0.250729
3028, 0.250728
3029, 0.250728
3030, 0.250728
3031, 0.250728
3032, 0.250728
3033, 0.250728
3034, 0.250728
3035, 0.250727
3036, 0.250727
3037, 0.250727
3038, 0.250727
3039, 0.250727
3040, 0.250727
3041, 0.250727
3042, 0.250726
3043, 0.250726
3044, 0.250726
3045, 0.250726
3046, 0.250726
3047, 0.250726
3048, 0.250726
3049, 0.250725
3050, 0.250725
3051, 0.250725
3052, 0.250725
3053, 0.250725
3054, 0.250725
3055, 0.250725
3056, 0.250725
3057, 0.250724
3058, 0.250724
3059, 0.250724
3060, 0.250724
3061, 0.250724
3062, 0.250724
3063, 0.250724
3064, 0.250723
3065, 0.250723
3066, 0.250723
3067, 0.250723
3068, 0.250723
3069, 0.250723
3070, 0.250723
3071, 0.250722
3072, 0.250722
3073, 0.250722
3074, 0.250722
3075, 0.250722
3076, 0.250722
3077, 0.250722
3078, 0.250721
3079, 0.250721
3080, 0.250721
3081, 0.250721
3082, 0.250721
3083, 0.250721
3084, 0.250721
3085, 0.25072
3086, 0.25072
3087, 0.25072
3088, 0.25072
3089, 0.25072
3090, 0.25072
3091, 0.25072
3092, 0.250719
3093, 0.250719
3094, 0.250719
3095, 0.250719
3096, 0.250719
3097, 0.250719
3098, 0.250719
3099, 0.250718
3100, 0.250718
3101, 0.250718
3102, 0.250718
3103, 0.250718
3104, 0.250718
3105, 0.250718
3106, 0.250718
3107, 0.250717
3108, 0.250717
3109, 0.250717
3110, 0.250717
3111, 0.250717
3112, 0.250717
3113, 0.250717
3114, 0.250716
3115, 0.250716
3116, 0.250716
3117, 0.250716
3118, 0.250716
3119, 0.250716
3120, 0.250716
3121, 0.250715
3122, 0.250715
3123, 0.250715
3124, 0.250715
3125, 0.250715
3126, 0.250715
3127, 0.250715
3128, 0.250714
3129, 0.250714
3130, 0.250714
3131, 0.250714
3132, 0.250714
3133, 0.250714
3134, 0.250714
3135, 0.250713
3136, 0.250713
3137, 0.250713
3138, 0.250713
3139, 0.250713
3140, 0.250713
3141, 0.250713
3142, 0.250713
3143, 0.250712
3144, 0.250712
3145, 0.250712
3146, 0.250712
3147, 0.250712
3148, 0.250712
3149, 0.250712
3150, 0.250711
3151, 0.250711
3152, 0.250711
3153, 0.250711
3154, 0.250711
3155, 0.250711
3156, 0.250711
3157, 0.25071
3158, 0.25071
3159, 0.25071
3160, 0.25071
3161, 0.25071
3162, 0.25071
3163, 0.25071
3164, 0.250709
3165, 0.250709
3166, 0.250709
3167, 0.250709
3168, 0.250709
3169, 0.250709
3170, 0.250709
3171, 0.250709
3172, 0.250708
3173, 0.250708
3174, 0.250708
3175, 0.250708
3176, 0.250708
3177, 0.250708
3178, 0.250708
3179, 0.250707
3180, 0.250707
3181, 0.250707
3182, 0.250707
3183, 0.250707
3184, 0.250707
3185, 0.250707
3186, 0.250706
3187, 0.250706
3188, 0.250706
3189, 0.250706
3190, 0.250706
3191, 0.250706
3192, 0.250706
3193, 0.250705
3194, 0.250705
3195, 0.250705
3196, 0.250705
3197, 0.250705
3198, 0.250705
3199, 0.250705
3200, 0.250705
3201, 0.250704
3202, 0.250704
3203, 0.250704
3204, 0.250704
3205, 0.250704
3206, 0.250704
3207, 0.250704
3208, 0.250703
3209, 0.250703
3210, 0.250703
3211, 0.250703
3212, 0.250703
3213, 0.250703
3214, 0.250703
3215, 0.250702
3216, 0.250702
3217, 0.250702
3218, 0.250702
3219, 0.250702
