Epoch, MSE
463, 0.251193
464, 0.251193
465, 0.251192
466, 0.251192
467, 0.251192
468, 0.251192
469, 0.251191
470, 0.251191
471, 0.251191
472, 0.251191
473, 0.25119
474, 0.25119
475, 0.25119
476, 0.25119
477, 0.251189
478, 0.251189
479, 0.251189
480, 0.251189
481, 0.251188
482, 0.251188
483, 0.251188
484, 0.251188
485, 0.251187
486, 0.251187
487, 0.251187
488, 0.251187
489, 0.251186
490, 0.251186
491, 0.251186
492, 0.251186
493, 0.251185
494, 0.251185
495, 0.251185
496, 0.251185
497, 0.251184
498, 0.251184
499, 0.251184
500, 0.251184
501, 0.251183
502, 0.251183
503, 0.251183
504, 0.251183
505, 0.251182
506, 0.251182
507, 0.251182
508, 0.251182
509, 0.251181
510, 0.251181
511, 0.251181
512, 0.251181
513, 0.25118
514, 0.25118
515, 0.25118
516, 0.25118
517, 0.251179
518, 0.251179
519, 0.251179
520, 0.251179
521, 0.251178
522, 0.251178
523, 0.251178
524, 0.251178
525, 0.251177
526, 0.251177
527, 0.251177
528, 0.251177
529, 0.251176
530, 0.251176
531, 0.251176
532, 0.251176
533, 0.251175
534, 0.251175
535, 0.251175
536, 0.251175
537, 0.251174
538, 0.251174
539, 0.251174
540, 0.251174
541, 0.251174
542, 0.251173
543, 0.251173
544, 0.251173
545, 0.251173
546, 0.251172
547, 0.251172
548, 0.251172
549, 0.251172
550, 0.251171
551, 0.251171
552, 0.251171
553, 0.251171
554, 0.25117
555, 0.25117
556, 0.25117
557, 0.25117
558, 0.251169
559, 0.251169
560, 0.251169
561, 0.251169
562, 0.251169
563, 0.251168
564, 0.251168
565, 0.251168
566, 0.251168
567, 0.251167
568, 0.251167
569, 0.251167
570, 0.251167
571, 0.251166
572, 0.251166
573, 0.251166
574, 0.251166
575, 0.251165
576, 0.251165
577, 0.251165
578, 0.251165
579, 0.251164
580, 0.251164
581, 0.251164
582, 0.251164
583, 0.251164
584, 0.251163
585, 0.251163
586, 0.251163
587, 0.251163
588, 0.251162
589, 0.251162
590, 0.251162
591, 0.251162
592, 0.251161
593, 0.251161
594, 0.251161
595, 0.251161
596, 0.251161
597, 0.25116
598, 0.25116
599, 0.25116
600, 0.25116
601, 0.251159
602, 0.251159
603, 0.251159
604, 0.251159
605, 0.251158
606, 0.251158
607, 0.251158
608, 0.251158
609, 0.251158
610, 0.251157
611, 0.251157
612, 0.251157
613, 0.251157
614, 0.251156
615, 0.251156
616, 0.251156
617, 0.251156
618, 0.251155
619, 0.251155
620, 0.251155
621, 0.251155
622, 0.251155
623, 0.251154
624, 0.251154
625, 0.251154
626, 0.251154
627, 0.251153
628, 0.251153
629, 0.251153
630, 0.251153
631, 0.251152
632, 0.251152
633, 0.251152
634, 0.251152
635, 0.251152
636, 0.251151
637, 0.251151
638, 0.251151
639, 0.251151
640, 0.25115
641, 0.25115
642, 0.25115
643, 0.25115
644, 0.251149
645, 0.251149
646, 0.251149
647, 0.251149
648, 0.251149
649, 0.251148
650, 0.251148
651, 0.251148
652, 0.251148
653, 0.251147
654, 0.251147
655, 0.251147
656, 0.251147
657, 0.251147
658, 0.251146
659, 0.251146
660, 0.251146
661, 0.251146
662, 0.251145
663, 0.251145
664, 0.251145
665, 0.251145
666, 0.251144
667, 0.251144
668, 0.251144
669, 0.251144
670, 0.251144
671, 0.251143
672, 0.251143
673, 0.251143
674, 0.251143
675, 0.251142
676, 0.251142
677, 0.251142
678, 0.251142
679, 0.251142
680, 0.251141
681, 0.251141
682, 0.251141
683, 0.251141
684, 0.25114
685, 0.25114
686, 0.25114
687, 0.25114
688, 0.25114
689, 0.251139
690, 0.251139
691, 0.251139
692, 0.251139
693, 0.251138
694, 0.251138
695, 0.251138
696, 0.251138
697, 0.251138
698, 0.251137
699, 0.251137
700, 0.251137
701, 0.251137
702, 0.251136
703, 0.251136
704, 0.251136
705, 0.251136
706, 0.251136
707, 0.251135
708, 0.251135
709, 0.251135
710, 0.251135
711, 0.251134
712, 0.251134
713, 0.251134
714, 0.251134
715, 0.251134
716, 0.251133
717, 0.251133
718, 0.251133
719, 0.251133
720, 0.251132
721, 0.251132
722, 0.251132
723, 0.251132
724, 0.251132
725, 0.251131
726, 0.251131
727, 0.251131
728, 0.251131
729, 0.25113
730, 0.25113
731, 0.25113
732, 0.25113
733, 0.25113
734, 0.251129
735, 0.251129
736, 0.251129
737, 0.251129
738, 0.251128
739, 0.251128
740, 0.251128
741, 0.251128
742, 0.251128
743, 0.251127
744, 0.251127
745, 0.251127
746, 0.251127
747, 0.251126
748, 0.251126
749, 0.251126
750, 0.251126
751, 0.251126
752, 0.251125
753, 0.251125
754, 0.251125
755, 0.251125
756, 0.251124
757, 0.251124
758, 0.251124
759, 0.251124
760, 0.251124
761, 0.251123
762, 0.251123
763, 0.251123
764, 0.251123
765, 0.251123
766, 0.251122
767, 0.251122
768, 0.251122
769, 0.251122
770, 0.251121
771, 0.251121
772, 0.251121
773, 0.251121
774, 0.251121
775, 0.25112
776, 0.25112
777, 0.25112
778, 0.25112
779, 0.251119
780, 0.251119
781, 0.251119
782, 0.251119
783, 0.251119
784, 0.251118
785, 0.251118
786, 0.251118
787, 0.251118
788, 0.251118
789, 0.251117
790, 0.251117
791, 0.251117
792, 0.251117
793, 0.251116
794, 0.251116
795, 0.251116
796, 0.251116
797, 0.251116
798, 0.251115
799, 0.251115
800, 0.251115
801, 0.251115
802, 0.251114
803, 0.251114
804, 0.251114
805, 0.251114
806, 0.251114
807, 0.251113
808, 0.251113
809, 0.251113
810, 0.251113
811, 0.251113
812, 0.251112
813, 0.251112
814, 0.251112
815, 0.251112
816, 0.251111
817, 0.251111
818, 0.251111
819, 0.251111
820, 0.251111
821, 0.25111
822, 0.25111
823, 0.25111
824, 0.25111
825, 0.25111
826, 0.251109
827, 0.251109
828, 0.251109
829, 0.251109
830, 0.251108
831, 0.251108
832, 0.251108
833, 0.251108
834, 0.251108
835, 0.251107
836, 0.251107
837, 0.251107
838, 0.251107
839, 0.251107
840, 0.251106
841, 0.251106
842, 0.251106
843, 0.251106
844, 0.251105
845, 0.251105
846, 0.251105
847, 0.251105
848, 0.251105
849, 0.251104
850, 0.251104
851, 0.251104
852, 0.251104
853, 0.251104
854, 0.251103
855, 0.251103
856, 0.251103
857, 0.251103
858, 0.251102
859, 0.251102
860, 0.251102
861, 0.251102
862, 0.251102
863, 0.251101
864, 0.251101
865, 0.251101
866, 0.251101
867, 0.251101
868, 0.2511
869, 0.2511
870, 0.2511
871, 0.2511
872, 0.251099
873, 0.251099
874, 0.251099
875, 0.251099
876, 0.251099
877, 0.251098
878, 0.251098
879, 0.251098
880, 0.251098
881, 0.251098
882, 0.251097
883, 0.251097
884, 0.251097
885, 0.251097
886, 0.251097
887, 0.251096
888, 0.251096
889, 0.251096
890, 0.251096
891, 0.251095
892, 0.251095
893, 0.251095
894, 0.251095
895, 0.251095
896, 0.251094
897, 0.251094
898, 0.251094
899, 0.251094
900, 0.251094
901, 0.251093
902, 0.251093
903, 0.251093
904, 0.251093
905, 0.251092
906, 0.251092
907, 0.251092
908, 0.251092
909, 0.251092
910, 0.251091
911, 0.251091
912, 0.251091
913, 0.251091
914, 0.251091
915, 0.25109
916, 0.25109
917, 0.25109
918, 0.25109
919, 0.25109
920, 0.251089
921, 0.251089
922, 0.251089
923, 0.251089
924, 0.251088
925, 0.251088
926, 0.251088
927, 0.251088
928, 0.251088
929, 0.251087
930, 0.251087
931, 0.251087
932, 0.251087
933, 0.251087
934, 0.251086
935, 0.251086
936, 0.251086
937, 0.251086
938, 0.251086
939, 0.251085
940, 0.251085
941, 0.251085
942, 0.251085
943, 0.251085
944, 0.251084
945, 0.251084
946, 0.251084
947, 0.251084
948, 0.251083
949, 0.251083
950, 0.251083
951, 0.251083
952, 0.251083
953, 0.251082
954, 0.251082
955, 0.251082
956, 0.251082
957, 0.251082
958, 0.251081
959, 0.251081
960, 0.251081
961, 0.251081
962, 0.251081
963, 0.25108
964, 0.25108
965, 0.25108
966, 0.25108
967, 0.25108
968, 0.251079
969, 0.251079
970, 0.251079
971, 0.251079
972, 0.251078
973, 0.251078
974, 0.251078
975, 0.251078
976, 0.251078
977, 0.251077
978, 0.251077
979, 0.251077
980, 0.251077
981, 0.251077
982, 0.251076
983, 0.251076
984, 0.251076
985, 0.251076
986, 0.251076
987, 0.251075
988, 0.251075
989, 0.251075
990, 0.251075
991, 0.251075
992, 0.251074
993, 0.251074
994, 0.251074
995, 0.251074
996, 0.251074
997, 0.251073
998, 0.251073
999, 0.251073
1000, 0.251073
1001, 0.251072
1002, 0.251072
1003, 0.251072
1004, 0.251072
1005, 0.251072
1006, 0.251071
1007, 0.251071
1008, 0.251071
1009, 0.251071
1010, 0.251071
1011, 0.25107
1012, 0.25107
1013, 0.25107
1014, 0.25107
1015, 0.25107
1016, 0.251069
1017, 0.251069
1018, 0.251069
1019, 0.251069
1020, 0.251069
1021, 0.251068
1022, 0.251068
1023, 0.251068
1024, 0.251068
1025, 0.251068
1026, 0.251067
1027, 0.251067
1028, 0.251067
1029, 0.251067
1030, 0.251067
1031, 0.251066
1032, 0.251066
1033, 0.251066
1034, 0.251066
1035, 0.251065
1036, 0.251065
1037, 0.251065
1038, 0.251065
1039, 0.251065
1040, 0.251064
1041, 0.251064
1042, 0.251064
1043, 0.251064
1044, 0.251064
1045, 0.251063
1046, 0.251063
1047, 0.251063
1048, 0.251063
1049, 0.251063
1050, 0.251062
1051, 0.251062
1052, 0.251062
1053, 0.251062
1054, 0.251062
1055, 0.251061
1056, 0.251061
1057, 0.251061
1058, 0.251061
1059, 0.251061
1060, 0.25106
1061, 0.25106
1062, 0.25106
1063, 0.25106
1064, 0.25106
1065, 0.251059
1066, 0.251059
1067, 0.251059
1068, 0.251059
1069, 0.251059
1070, 0.251058
1071, 0.251058
1072, 0.251058
1073, 0.251058
1074, 0.251058
1075, 0.251057
1076, 0.251057
1077, 0.251057
1078, 0.251057
1079, 0.251057
1080, 0.251056
1081, 0.251056
1082, 0.251056
1083, 0.251056
1084, 0.251056
1085, 0.251055
1086, 0.251055
1087, 0.251055
1088, 0.251055
1089, 0.251054
1090, 0.251054
1091, 0.251054
1092, 0.251054
1093, 0.251054
1094, 0.251053
1095, 0.251053
1096, 0.251053
1097, 0.251053
1098, 0.251053
1099, 0.251052
1100, 0.251052
1101, 0.251052
1102, 0.251052
1103, 0.251052
1104, 0.251051
1105, 0.251051
1106, 0.251051
1107, 0.251051
1108, 0.251051
1109, 0.25105
1110, 0.25105
1111, 0.25105
1112, 0.25105
1113, 0.25105
1114, 0.251049
1115, 0.251049
1116, 0.251049
1117, 0.251049
1118, 0.251049
1119, 0.251048
1120, 0.251048
1121, 0.251048
1122, 0.251048
1123, 0.251048
1124, 0.251047
1125, 0.251047
1126, 0.251047
1127, 0.251047
1128, 0.251047
1129, 0.251046
1130, 0.251046
1131, 0.251046
1132, 0.251046
1133, 0.251046
1134, 0.251045
1135, 0.251045
1136, 0.251045
1137, 0.251045
1138, 0.251045
1139, 0.251044
1140, 0.251044
1141, 0.251044
1142, 0.251044
1143, 0.251044
1144, 0.251043
1145, 0.251043
1146, 0.251043
1147, 0.251043
1148, 0.251043
1149, 0.251042
1150, 0.251042
1151, 0.251042
1152, 0.251042
1153, 0.251042
1154, 0.251041
1155, 0.251041
1156, 0.251041
1157, 0.251041
1158, 0.251041
1159, 0.25104
1160, 0.25104
1161, 0.25104
1162, 0.25104
1163, 0.25104
1164, 0.251039
1165, 0.251039
1166, 0.251039
1167, 0.251039
1168, 0.251039
1169, 0.251038
1170, 0.251038
1171, 0.251038
1172, 0.251038
1173, 0.251038
1174, 0.251037
1175, 0.251037
1176, 0.251037
1177, 0.251037
1178, 0.251037
1179, 0.251036
1180, 0.251036
1181, 0.251036
1182, 0.251036
1183, 0.251036
1184, 0.251035
1185, 0.251035
1186, 0.251035
1187, 0.251035
1188, 0.251035
1189, 0.251034
1190, 0.251034
1191, 0.251034
1192, 0.251034
1193, 0.251034
1194, 0.251033
1195, 0.251033
1196, 0.251033
1197, 0.251033
1198, 0.251033
1199, 0.251032
1200, 0.251032
1201, 0.251032
1202, 0.251032
1203, 0.251032
1204, 0.251031
1205, 0.251031
1206, 0.251031
1207, 0.251031
1208, 0.251031
1209, 0.251031
1210, 0.25103
1211, 0.25103
1212, 0.25103
1213, 0.25103
1214, 0.25103
1215, 0.251029
1216, 0.251029
1217, 0.251029
1218, 0.251029
1219, 0.251029
1220, 0.251028
1221, 0.251028
1222, 0.251028
1223, 0.251028
1224, 0.251028
1225, 0.251027
1226, 0.251027
1227, 0.251027
1228, 0.251027
1229, 0.251027
1230, 0.251026
1231, 0.251026
1232, 0.251026
1233, 0.251026
1234, 0.251026
1235, 0.251025
1236, 0.251025
1237, 0.251025
1238, 0.251025
1239, 0.251025
1240, 0.251024
1241, 0.251024
1242, 0.251024
1243, 0.251024
1244, 0.251024
1245, 0.251023
1246, 0.251023
1247, 0.251023
1248, 0.251023
1249, 0.251023
1250, 0.251022
1251, 0.251022
1252, 0.251022
1253, 0.251022
1254, 0.251022
1255, 0.251021
1256, 0.251021
1257, 0.251021
1258, 0.251021
1259, 0.251021
1260, 0.251021
1261, 0.25102
1262, 0.25102
1263, 0.25102
1264, 0.25102
1265, 0.25102
1266, 0.251019
1267, 0.251019
1268, 0.251019
1269, 0.251019
1270, 0.251019
1271, 0.251018
1272, 0.251018
1273, 0.251018
1274, 0.251018
1275, 0.251018
1276, 0.251017
1277, 0.251017
1278, 0.251017
1279, 0.251017
1280, 0.251017
1281, 0.251016
1282, 0.251016
1283, 0.251016
1284, 0.251016
1285, 0.251016
1286, 0.251015
1287, 0.251015
1288, 0.251015
1289, 0.251015
1290, 0.251015
1291, 0.251014
1292, 0.251014
1293, 0.251014
1294, 0.251014
1295, 0.251014
1296, 0.251014
1297, 0.251013
1298, 0.251013
1299, 0.251013
1300, 0.251013
1301, 0.251013
1302, 0.251012
1303, 0.251012
1304, 0.251012
1305, 0.251012
1306, 0.251012
1307, 0.251011
1308, 0.251011
1309, 0.251011
1310, 0.251011
1311, 0.251011
1312, 0.25101
1313, 0.25101
1314, 0.25101
1315, 0.25101
1316, 0.25101
1317, 0.251009
1318, 0.251009
1319, 0.251009
1320, 0.251009
1321, 0.251009
1322, 0.251008
1323, 0.251008
1324, 0.251008
1325, 0.251008
1326, 0.251008
1327, 0.251008
1328, 0.251007
1329, 0.251007
1330, 0.251007
1331, 0.251007
1332, 0.251007
1333, 0.251006
1334, 0.251006
1335, 0.251006
1336, 0.251006
1337, 0.251006
1338, 0.251005
1339, 0.251005
1340, 0.251005
1341, 0.251005
1342, 0.251005
1343, 0.251004
1344, 0.251004
1345, 0.251004
1346, 0.251004
1347, 0.251004
1348, 0.251003
1349, 0.251003
1350, 0.251003
1351, 0.251003
1352, 0.251003
1353, 0.251003
1354, 0.251002
1355, 0.251002
1356, 0.251002
1357, 0.251002
1358, 0.251002
1359, 0.251001
1360, 0.251001
1361, 0.251001
1362, 0.251001
1363, 0.251001
1364, 0.251
1365, 0.251
1366, 0.251
1367, 0.251
1368, 0.251
1369, 0.250999
1370, 0.250999
1371, 0.250999
1372, 0.250999
1373, 0.250999
1374, 0.250999
1375, 0.250998
1376, 0.250998
1377, 0.250998
1378, 0.250998
1379, 0.250998
1380, 0.250997
1381, 0.250997
1382, 0.250997
1383, 0.250997
1384, 0.250997
1385, 0.250996
1386, 0.250996
1387, 0.250996
1388, 0.250996
1389, 0.250996
1390, 0.250995
1391, 0.250995
1392, 0.250995
1393, 0.250995
1394, 0.250995
1395, 0.250995
1396, 0.250994
1397, 0.250994
1398, 0.250994
1399, 0.250994
1400, 0.250994
1401, 0.250993
1402, 0.250993
1403, 0.250993
1404, 0.250993
1405, 0.250993
1406, 0.250992
1407, 0.250992
1408, 0.250992
1409, 0.250992
1410, 0.250992
1411, 0.250992
1412, 0.250991
1413, 0.250991
1414, 0.250991
1415, 0.250991
1416, 0.250991
1417, 0.25099
1418, 0.25099
1419, 0.25099
1420, 0.25099
1421, 0.25099
1422, 0.250989
1423, 0.250989
1424, 0.250989
1425, 0.250989
1426, 0.250989
1427, 0.250988
1428, 0.250988
1429, 0.250988
1430, 0.250988
1431, 0.250988
1432, 0.250988
1433, 0.250987
1434, 0.250987
1435, 0.250987
1436, 0.250987
1437, 0.250987
1438, 0.250986
1439, 0.250986
1440, 0.250986
1441, 0.250986
1442, 0.250986
1443, 0.250985
1444, 0.250985
1445, 0.250985
1446, 0.250985
1447, 0.250985
1448, 0.250985
1449, 0.250984
1450, 0.250984
1451, 0.250984
1452, 0.250984
1453, 0.250984
1454, 0.250983
1455, 0.250983
1456, 0.250983
1457, 0.250983
1458, 0.250983
1459, 0.250982
1460, 0.250982
1461, 0.250982
1462, 0.250982
1463, 0.250982
1464, 0.250982
1465, 0.250981
1466, 0.250981
1467, 0.250981
1468, 0.250981
1469, 0.250981
1470, 0.25098
1471, 0.25098
1472, 0.25098
1473, 0.25098
1474, 0.25098
1475, 0.250979
1476, 0.250979
1477, 0.250979
1478, 0.250979
1479, 0.250979
1480, 0.250979
1481, 0.250978
1482, 0.250978
1483, 0.250978
1484, 0.250978
1485, 0.250978
1486, 0.250977
1487, 0.250977
1488, 0.250977
1489, 0.250977
1490, 0.250977
1491, 0.250977
1492, 0.250976
1493, 0.250976
1494, 0.250976
1495, 0.250976
1496, 0.250976
1497, 0.250975
1498, 0.250975
1499, 0.250975
1500, 0.250975
1501, 0.250975
1502, 0.250974
1503, 0.250974
1504, 0.250974
1505, 0.250974
1506, 0.250974
1507, 0.250974
1508, 0.250973
1509, 0.250973
1510, 0.250973
1511, 0.250973
1512, 0.250973
1513, 0.250972
1514, 0.250972
1515, 0.250972
1516, 0.250972
1517, 0.250972
1518, 0.250971
1519, 0.250971
1520, 0.250971
1521, 0.250971
1522, 0.250971
1523, 0.250971
1524, 0.25097
1525, 0.25097
1526, 0.25097
1527, 0.25097
1528, 0.25097
1529, 0.250969
1530, 0.250969
1531, 0.250969
1532, 0.250969
1533, 0.250969
1534, 0.250969
1535, 0.250968
1536, 0.250968
1537, 0.250968
1538, 0.250968
1539, 0.250968
1540, 0.250967
1541, 0.250967
1542, 0.250967
1543, 0.250967
1544, 0.250967
1545, 0.250967
1546, 0.250966
1547, 0.250966
1548, 0.250966
1549, 0.250966
1550, 0.250966
1551, 0.250965
1552, 0.250965
1553, 0.250965
1554, 0.250965
1555, 0.250965
1556, 0.250964
1557, 0.250964
1558, 0.250964
1559, 0.250964
1560, 0.250964
1561, 0.250964
1562, 0.250963
1563, 0.250963
1564, 0.250963
1565, 0.250963
1566, 0.250963
1567, 0.250962
1568, 0.250962
1569, 0.250962
1570, 0.250962
1571, 0.250962
1572, 0.250962
1573, 0.250961
1574, 0.250961
1575, 0.250961
1576, 0.250961
1577, 0.250961
1578, 0.25096
1579, 0.25096
1580, 0.25096
1581, 0.25096
1582, 0.25096
1583, 0.25096
1584, 0.250959
1585, 0.250959
1586, 0.250959
1587, 0.250959
1588, 0.250959
1589, 0.250958
1590, 0.250958
1591, 0.250958
1592, 0.250958
1593, 0.250958
1594, 0.250958
1595, 0.250957
1596, 0.250957
1597, 0.250957
1598, 0.250957
1599, 0.250957
1600, 0.250956
1601, 0.250956
1602, 0.250956
1603, 0.250956
1604, 0.250956
1605, 0.250956
1606, 0.250955
1607, 0.250955
1608, 0.250955
1609, 0.250955
1610, 0.250955
1611, 0.250954
1612, 0.250954
1613, 0.250954
1614, 0.250954
1615, 0.250954
1616, 0.250954
1617, 0.250953
1618, 0.250953
1619, 0.250953
1620, 0.250953
1621, 0.250953
1622, 0.250952
1623, 0.250952
1624, 0.250952
1625, 0.250952
1626, 0.250952
1627, 0.250952
1628, 0.250951
1629, 0.250951
1630, 0.250951
1631, 0.250951
1632, 0.250951
1633, 0.25095
1634, 0.25095
1635, 0.25095
1636, 0.25095
1637, 0.25095
1638, 0.25095
1639, 0.250949
1640, 0.250949
1641, 0.250949
1642, 0.250949
1643, 0.250949
1644, 0.250948
1645, 0.250948
1646, 0.250948
1647, 0.250948
1648, 0.250948
1649, 0.250948
1650, 0.250947
1651, 0.250947
1652, 0.250947
1653, 0.250947
1654, 0.250947
1655, 0.250947
1656, 0.250946
1657, 0.250946
1658, 0.250946
1659, 0.250946
1660, 0.250946
1661, 0.250945
1662, 0.250945
1663, 0.250945
1664, 0.250945
1665, 0.250945
