Epoch,Loss
249,0.0709939
250,0.0709393
251,0.0708851
252,0.0708311
253,0.0707775
254,0.0707242
255,0.0706712
256,0.0706184
257,0.0705659
258,0.0705157
259,0.0704662
260,0.0704171
261,0.0703683
262,0.0703198
263,0.0702719
264,0.0702243
265,0.0701771
266,0.0701302
267,0.0700836
268,0.0700373
269,0.0699912
270,0.0699455
271,0.0699001
272,0.069855
273,0.0698101
274,0.0697656
275,0.0697213
276,0.0696774
277,0.0696337
278,0.0695903
279,0.0695473
280,0.0695045
281,0.069462
282,0.0694197
283,0.0693778
284,0.0693362
285,0.0692948
286,0.0692537
287,0.0692119
288,0.0691677
289,0.0691238
290,0.0690801
291,0.0690366
292,0.0689935
293,0.0689505
294,0.0689079
295,0.0688655
296,0.0688233
297,0.0687814
298,0.0687398
299,0.0686984
300,0.0686573
301,0.0686164
302,0.0685758
303,0.0685354
304,0.0684953
305,0.0684554
306,0.0684157
307,0.0683763
308,0.0683376
309,0.0682996
310,0.0682622
311,0.0682252
312,0.0681885
313,0.0681519
314,0.0681157
315,0.0680796
316,0.0680438
317,0.0680083
318,0.067973
319,0.0679379
320,0.067903
321,0.0678684
322,0.0678341
323,0.0678001
324,0.0677673
325,0.0677347
326,0.0677022
327,0.06767
328,0.067638
329,0.0676062
330,0.0675746
331,0.0675432
332,0.067512
333,0.0674809
334,0.06745
335,0.0674193
336,0.0673888
337,0.0673585
338,0.0673285
339,0.0672986
340,0.0672689
341,0.0672394
342,0.0672101
343,0.067181
344,0.0671521
345,0.0671234
346,0.0670949
347,0.0670666
348,0.0670401
349,0.0670169
350,0.0669939
351,0.0669711
352,0.0669485
353,0.066926
354,0.0669038
355,0.066881
356,0.066858
357,0.0668352
358,0.0668126
359,0.0667902
360,0.0667679
361,0.0667458
362,0.0667238
363,0.0667021
364,0.0666805
365,0.0666591
366,0.0666378
367,0.066617
368,0.0665975
369,0.0665782
370,0.066559
371,0.06654
372,0.0665212
373,0.0665025
374,0.0664841
375,0.0664657
376,0.0664476
377,0.0664296
378,0.0664118
379,0.0663942
380,0.0663764
381,0.0663556
382,0.066335
383,0.0663143
384,0.0662925
385,0.0662711
386,0.06625
387,0.066229
388,0.0662103
389,0.0661923
390,0.0661746
391,0.0661574
392,0.0661419
393,0.0661267
394,0.0661116
395,0.0660981
396,0.0660851
397,0.0660723
398,0.0660596
399,0.0660482
400,0.0660377
401,0.0660275
402,0.066019
403,0.0660138
404,0.0660106
405,0.0660077
406,0.0660051
407,0.0660028
408,0.0660013
409,0.0660026
410,0.0660043
411,0.0660063
412,0.0660086
413,0.0660112
414,0.066014
415,0.0660172
416,0.0660207
417,0.0660244
418,0.0660284
419,0.0660327
420,0.0660373
421,0.0660422
422,0.0660473
423,0.0660527
424,0.0660584
425,0.0660644
426,0.0660706
427,0.0660771
428,0.0660838
429,0.0660908
430,0.0660995
431,0.0661095
432,0.0661197
433,0.0661303
434,0.0661412
435,0.0661523
436,0.0661638
437,0.0661756
438,0.0661874
439,0.0661966
440,0.0662062
441,0.066216
442,0.0662261
443,0.0662364
444,0.0662471
445,0.066258
446,0.0662692
447,0.0662807
448,0.0662924
449,0.0663044
450,0.0663155
451,0.0663269
452,0.0663385
453,0.0663504
454,0.0663626
455,0.066375
456,0.0663892
457,0.0664066
458,0.0664244
459,0.0664424
460,0.0664613
461,0.0664818
462,0.0665031
463,0.0665247
464,0.0665467
465,0.066569
466,0.0665917
467,0.0666146
468,0.066638
469,0.0666616
470,0.0666848
471,0.0667078
472,0.066731
473,0.0667546
474,0.0667723
475,0.0667865
476,0.066801
477,0.0668158
478,0.0668309
479,0.0668462
480,0.0668618
481,0.0668777
482,0.0668938
483,0.0669101
484,0.0669267
485,0.0669436
486,0.0669607
487,0.0669781
488,0.0669957
489,0.0670135
490,0.0670316
491,0.06705
492,0.0670685
493,0.0670873
494,0.0671064
495,0.0671257
496,0.0671453
497,0.067165
498,0.067188
499,0.0672119
500,0.0672361
501,0.0672605
502,0.0672852
503,0.0673102
504,0.0673355
505,0.0673611
506,0.067387
507,0.0674132
508,0.0674397
509,0.0674665
510,0.0674935
511,0.0675208
512,0.0675483
513,0.0675762
514,0.0676043
515,0.0676327
516,0.0676614
517,0.0676904
518,0.0677196
519,0.0677492
520,0.0677739
521,0.0677934
522,0.0678131
523,0.0678332
524,0.0678519
525,0.0678695
526,0.0678879
527,0.0679067
528,0.067926
529,0.0679457
530,0.0679661
531,0.0679867
532,0.0680076
533,0.0680291
534,0.0680512
535,0.0680739
536,0.0680969
537,0.0681201
538,0.0681438
539,0.0681681
540,0.0681929
541,0.068218
542,0.0682436
543,0.0682694
544,0.0682954
545,0.0683218
546,0.0683484
547,0.0683752
548,0.0684022
549,0.0684266
550,0.068441
551,0.0684557
552,0.0684706
553,0.0684857
554,0.0685008
555,0.0685162
556,0.0685315
557,0.0685472
558,0.0685633
559,0.0685798
560,0.0685965
561,0.0686134
562,0.0686309
563,0.0686479
564,0.0686631
565,0.0686706
566,0.0686786
567,0.0686869
568,0.0686956
569,0.0687045
570,0.0687137
571,0.0687229
572,0.0687322
573,0.0687417
574,0.0687513
575,0.0687609
576,0.0687707
577,0.0687806
578,0.068791
579,0.0688017
580,0.0688128
581,0.0688243
582,0.0688359
583,0.0688475
584,0.068859
585,0.0688707
586,0.0688825
587,0.0688928
588,0.0689029
589,0.0689132
590,0.0689237
591,0.0689221
592,0.0689206
593,0.0689193
594,0.0689182
595,0.0689172
596,0.0689164
597,0.0689156
598,0.0689149
599,0.0689145
600,0.0689143
601,0.0689142
602,0.0689143
603,0.0689145
604,0.0689149
605,0.0689154
606,0.068916
607,0.0689168
608,0.0689175
609,0.0689184
610,0.068915
611,0.0689104
612,0.0689059
613,0.0689014
614,0.0688965
615,0.0688874
616,0.0688777
617,0.0688681
618,0.0688587
619,0.0688496
620,0.0688406
621,0.0688318
622,0.0688232
623,0.0688147
624,0.0688061
625,0.0687973
626,0.0687887
627,0.0687794
628,0.0687694
629,0.0687596
630,0.0687499
631,0.0687404
632,0.068731
633,0.0687217
634,0.0687126
635,0.0687035
636,0.0686947
637,0.0686859
638,0.0686773
639,0.0686688
640,0.0686604
641,0.0686522
642,0.0686433
643,0.068634
644,0.0686243
645,0.0686133
646,0.0686026
647,0.0685921
648,0.0685812
649,0.0685697
650,0.0685585
651,0.0685473
652,0.0685344
653,0.0685208
654,0.0685074
655,0.0684941
656,0.0684811
657,0.0684681
658,0.0684549
659,0.0684418
660,0.0684286
661,0.0684151
662,0.0684017
663,0.0683884
664,0.0683753
665,0.0683623
666,0.0683494
667,0.0683367
668,0.0683241
669,0.0683116
670,0.0682992
671,0.0682867
672,0.0682743
673,0.0682621
674,0.0682501
675,0.0682382
676,0.0682264
677,0.0682137
678,0.0681992
679,0.0681848
680,0.0681704
681,0.0681562
682,0.0681414
683,0.0681266
684,0.068112
685,0.0680975
686,0.068083
687,0.0680686
688,0.0680544
689,0.0680402
690,0.0680262
691,0.0680123
692,0.0679985
693,0.0679845
694,0.0679701
695,0.0679559
696,0.0679417
697,0.0679277
698,0.0679136
699,0.0678994
700,0.0678853
701,0.0678712
702,0.0678568
703,0.0678424
704,0.0678276
705,0.0678126
706,0.0677976
707,0.0677826
708,0.0677677
709,0.0677529
710,0.0677381
711,0.0677234
712,0.0677086
713,0.067694
714,0.0676792
715,0.0676645
716,0.0676499
717,0.0676353
718,0.0676209
719,0.0676064
720,0.0675921
721,0.0675778
722,0.0675637
723,0.0675495
724,0.0675355
725,0.0675215
726,0.0675076
727,0.0674937
728,0.0674799
729,0.0674661
730,0.0674525
731,0.0674388
732,0.0674253
733,0.0674118
734,0.0673984
735,0.067385
736,0.0673717
737,0.0673585
738,0.0673453
739,0.0673322
740,0.0673192
741,0.0673061
742,0.067293
743,0.06728
744,0.0672671
745,0.0672542
746,0.0672414
747,0.0672286
748,0.0672158
749,0.067203
750,0.0671903
751,0.0671777
752,0.0671651
753,0.0671525
754,0.0671399
755,0.067127
756,0.0671142
757,0.0671013
758,0.0670885
759,0.0670757
760,0.0670629
761,0.06705
762,0.0670372
763,0.0670244
764,0.0670116
765,0.0669989
766,0.0669862
767,0.0669736
768,0.066961
769,0.0669484
770,0.0669359
771,0.0669235
772,0.066911
773,0.0668986
774,0.0668863
775,0.0668739
776,0.0668616
777,0.0668493
778,0.066837
779,0.0668248
780,0.0668127
781,0.0668004
782,0.0667882
783,0.0667759
784,0.0667638
785,0.0667515
786,0.0667393
787,0.0667272
788,0.066715
789,0.066703
790,0.0666909
791,0.0666789
792,0.066667
793,0.0666551
794,0.0666432
795,0.0666313
796,0.0666195
797,0.0666077
798,0.066596
799,0.0665842
800,0.0665725
801,0.0665607
802,0.066549
803,0.0665373
804,0.0665256
805,0.066514
806,0.0665024
807,0.0664908
808,0.0664793
809,0.0664678
810,0.0664564
811,0.066445
812,0.0664336
813,0.0664222
814,0.0664109
815,0.0663996
816,0.0663884
817,0.0663771
818,0.0663659
819,0.0663547
820,0.0663435
821,0.0663324
822,0.0663213
823,0.0663102
824,0.0662992
825,0.0662882
826,0.0662772
827,0.0662663
828,0.0662554
829,0.0662445
830,0.0662336
831,0.0662228
832,0.066212
833,0.0662013
834,0.0661906
835,0.0661799
836,0.0661692
837,0.0661586
838,0.066148
839,0.0661374
840,0.0661269
841,0.0661164
842,0.0661059
843,0.0660954
844,0.066085
845,0.0660746
846,0.0660642
847,0.0660538
848,0.0660435
849,0.0660332
850,0.0660229
851,0.0660127
852,0.0660025
853,0.0659923
854,0.0659822
855,0.065972
856,0.0659619
857,0.0659519
858,0.0659418
859,0.0659318
860,0.0659219
861,0.0659119
862,0.065902
863,0.0658921
864,0.0658822
865,0.0658723
866,0.0658625
867,0.0658527
868,0.0658429
869,0.0658331
870,0.0658234
871,0.0658137
872,0.065804
873,0.0657944
874,0.0657847
875,0.0657751
876,0.0657656
877,0.065756
878,0.0657465
879,0.065737
880,0.0657275
881,0.0657181
882,0.0657086
883,0.0656993
884,0.0656899
885,0.0656805
886,0.0656712
887,0.0656619
888,0.0656526
889,0.0656434
890,0.0656342
891,0.065625
892,0.0656158
893,0.0656067
894,0.0655975
895,0.0655884
896,0.0655793
897,0.0655703
898,0.0655613
899,0.0655523
900,0.0655432
901,0.0655341
902,0.0655249
903,0.0655158
904,0.0655067
905,0.0654976
906,0.0654885
907,0.0654795
908,0.0654705
909,0.0654615
910,0.0654525
911,0.0654436
912,0.0654346
913,0.0654257
914,0.0654169
915,0.065408
916,0.0653992
917,0.0653903
918,0.0653815
919,0.0653728
920,0.065364
921,0.0653553
922,0.0653466
923,0.0653379
924,0.0653292
925,0.0653206
926,0.0653119
927,0.0653033
928,0.0652947
929,0.0652862
930,0.0652776
931,0.0652691
932,0.0652606
933,0.0652521
934,0.0652436
935,0.0652352
936,0.0652267
937,0.0652183
938,0.0652099
939,0.0652016
940,0.0651932
941,0.0651849
942,0.0651766
943,0.0651683
944,0.06516
945,0.0651518
946,0.0651435
947,0.0651353
948,0.0651271
949,0.0651189
950,0.0651108
951,0.0651026
952,0.0650945
953,0.0650864
954,0.0650783
955,0.0650703
956,0.0650622
957,0.0650542
958,0.0650462
959,0.0650382
960,0.0650302
961,0.0650223
962,0.0650144
963,0.0650064
964,0.0649985
965,0.0649907
966,0.0649828
967,0.064975
968,0.0649671
969,0.0649593
970,0.0649515
971,0.0649438
972,0.064936
973,0.0649283
974,0.0649205
975,0.0649128
976,0.0649051
977,0.0648975
978,0.0648898
979,0.0648822
980,0.0648746
981,0.064867
982,0.0648594
983,0.0648518
984,0.0648442
985,0.0648367
986,0.0648292
987,0.0648217
988,0.0648142
989,0.0648067
990,0.0647993
991,0.0647918
992,0.0647844
993,0.064777
994,0.0647696
995,0.0647623
996,0.0647549
997,0.0647476
998,0.0647402
999,0.0647329
1000,0.0647256
