Iterations,Error
1871,0.388069
1872,0.388069
1873,0.388069
1874,0.388069
1875,0.388069
1876,0.388069
1877,0.388069
1878,0.388069
1879,0.388069
1880,0.38807
1881,0.38807
1882,0.38807
1883,0.38807
1884,0.38807
1885,0.38807
1886,0.38807
1887,0.38807
1888,0.38807
1889,0.38807
1890,0.38807
1891,0.38807
1892,0.38807
1893,0.388071
1894,0.388071
1895,0.388071
1896,0.388071
1897,0.388071
1898,0.388071
1899,0.388071
1900,0.388071
1901,0.388071
1902,0.388071
1903,0.388071
1904,0.388071
1905,0.388071
1906,0.388072
1907,0.388072
1908,0.388072
1909,0.388072
1910,0.388072
1911,0.388072
1912,0.388072
1913,0.388072
1914,0.388072
1915,0.388072
1916,0.388072
1917,0.388072
1918,0.388072
1919,0.388073
1920,0.388073
1921,0.388073
1922,0.388073
1923,0.388073
1924,0.388073
1925,0.388073
1926,0.388073
1927,0.388073
1928,0.388073
1929,0.388073
1930,0.388073
1931,0.388073
1932,0.388074
1933,0.388074
1934,0.388074
1935,0.388074
1936,0.388074
1937,0.388074
1938,0.388074
1939,0.388074
1940,0.388074
1941,0.388074
1942,0.388074
1943,0.388074
1944,0.388074
1945,0.388075
1946,0.388075
1947,0.388075
1948,0.388075
1949,0.388075
1950,0.388075
1951,0.388075
1952,0.388075
1953,0.388075
1954,0.388075
1955,0.388075
1956,0.388075
1957,0.388075
1958,0.388075
1959,0.388076
1960,0.388076
1961,0.388076
1962,0.388076
1963,0.388076
1964,0.388076
1965,0.388076
1966,0.388076
1967,0.388076
1968,0.388076
1969,0.388076
1970,0.388076
1971,0.388076
1972,0.388077
1973,0.388077
1974,0.388077
1975,0.388077
1976,0.388077
1977,0.388077
1978,0.388077
1979,0.388077
1980,0.388077
1981,0.388077
1982,0.388077
1983,0.388077
1984,0.388077
1985,0.388078
1986,0.388078
1987,0.388078
1988,0.388078
1989,0.388078
1990,0.388078
1991,0.388078
1992,0.388078
1993,0.388078
1994,0.388078
1995,0.388078
1996,0.388078
1997,0.388078
1998,0.388079
1999,0.388079
2000,0.388079
2001,0.388079
2002,0.388079
2003,0.388079
2004,0.388079
2005,0.388079
2006,0.388079
2007,0.388079
2008,0.388079
2009,0.388079
2010,0.388079
2011,0.38808
2012,0.38808
2013,0.38808
2014,0.38808
2015,0.38808
2016,0.38808
2017,0.38808
2018,0.38808
2019,0.38808
2020,0.38808
2021,0.38808
2022,0.38808
2023,0.38808
2024,0.38808
2025,0.388081
2026,0.388081
2027,0.388081
2028,0.388081
2029,0.388081
2030,0.388081
2031,0.388081
2032,0.388081
2033,0.388081
2034,0.388081
2035,0.388081
2036,0.388081
2037,0.388081
2038,0.388082
2039,0.388082
2040,0.388082
2041,0.388082
2042,0.388082
2043,0.388082
2044,0.388082
2045,0.388082
2046,0.388082
2047,0.388082
2048,0.388082
2049,0.388082
2050,0.388082
2051,0.388083
2052,0.388083
2053,0.388083
2054,0.388083
2055,0.388083
2056,0.388083
2057,0.388083
2058,0.388083
2059,0.388083
2060,0.388083
2061,0.388083
2062,0.388083
2063,0.388083
2064,0.388083
2065,0.388084
2066,0.388084
2067,0.388084
2068,0.388084
2069,0.388084
2070,0.388084
2071,0.388084
2072,0.388084
2073,0.388084
2074,0.388084
2075,0.388084
2076,0.388084
2077,0.388084
2078,0.388085
2079,0.388085
2080,0.388085
2081,0.388085
2082,0.388085
2083,0.388085
2084,0.388085
2085,0.388085
2086,0.388085
2087,0.388085
2088,0.388085
2089,0.388085
2090,0.388085
2091,0.388086
2092,0.388086
2093,0.388086
2094,0.388086
2095,0.388086
2096,0.388086
2097,0.388086
2098,0.388086
2099,0.388086
2100,0.388086
2101,0.388086
2102,0.388086
2103,0.388086
2104,0.388086
2105,0.388087
2106,0.388087
2107,0.388087
2108,0.388087
2109,0.388087
2110,0.388087
2111,0.388087
2112,0.388087
2113,0.388087
2114,0.388087
2115,0.388087
2116,0.388087
2117,0.388087
2118,0.388088
2119,0.388088
2120,0.388088
2121,0.388088
2122,0.388088
2123,0.388088
2124,0.388088
2125,0.388088
2126,0.388088
2127,0.388088
2128,0.388088
2129,0.388088
2130,0.388088
2131,0.388088
2132,0.388089
2133,0.388089
2134,0.388089
2135,0.388089
2136,0.388089
2137,0.388089
2138,0.388089
2139,0.388089
2140,0.388089
2141,0.388089
2142,0.388089
2143,0.388089
2144,0.388089
2145,0.38809
2146,0.38809
2147,0.38809
2148,0.38809
2149,0.38809
2150,0.38809
2151,0.38809
2152,0.38809
2153,0.38809
2154,0.38809
2155,0.38809
2156,0.38809
2157,0.38809
2158,0.38809
2159,0.388091
2160,0.388091
2161,0.388091
2162,0.388091
2163,0.388091
2164,0.388091
2165,0.388091
2166,0.388091
2167,0.388091
2168,0.388091
2169,0.388091
2170,0.388091
2171,0.388091
2172,0.388092
2173,0.388092
2174,0.388092
2175,0.388092
2176,0.388092
2177,0.388092
2178,0.388092
2179,0.388092
2180,0.388092
2181,0.388092
2182,0.388092
2183,0.388092
2184,0.388092
2185,0.388092
2186,0.388093
2187,0.388093
2188,0.388093
2189,0.388093
2190,0.388093
2191,0.388093
2192,0.388093
2193,0.388093
2194,0.388093
2195,0.388093
2196,0.388093
2197,0.388093
2198,0.388093
2199,0.388093
2200,0.388094
2201,0.388094
2202,0.388094
2203,0.388094
2204,0.388094
2205,0.388094
2206,0.388094
2207,0.388094
2208,0.388094
2209,0.388094
2210,0.388094
2211,0.388094
2212,0.388094
2213,0.388095
2214,0.388095
2215,0.388095
2216,0.388095
2217,0.388095
2218,0.388095
2219,0.388095
2220,0.388095
2221,0.388095
2222,0.388095
2223,0.388095
2224,0.388095
2225,0.388095
2226,0.388095
2227,0.388096
2228,0.388096
2229,0.388096
2230,0.388096
2231,0.388096
2232,0.388096
2233,0.388096
2234,0.388096
2235,0.388096
2236,0.388096
2237,0.388096
2238,0.388096
2239,0.388096
2240,0.388096
2241,0.388097
2242,0.388097
2243,0.388097
2244,0.388097
2245,0.388097
2246,0.388097
2247,0.388097
2248,0.388097
2249,0.388097
2250,0.388097
2251,0.388097
2252,0.388097
2253,0.388097
2254,0.388097
2255,0.388098
2256,0.388098
2257,0.388098
2258,0.388098
2259,0.388098
2260,0.388098
2261,0.388098
2262,0.388098
2263,0.388098
2264,0.388098
2265,0.388098
2266,0.388098
2267,0.388098
2268,0.388098
2269,0.388099
2270,0.388099
2271,0.388099
2272,0.388099
2273,0.388099
2274,0.388099
2275,0.388099
2276,0.388099
2277,0.388099
2278,0.388099
2279,0.388099
2280,0.388099
2281,0.388099
2282,0.3881
2283,0.3881
2284,0.3881
2285,0.3881
2286,0.3881
2287,0.3881
2288,0.3881
2289,0.3881
2290,0.3881
2291,0.3881
2292,0.3881
2293,0.3881
2294,0.3881
2295,0.3881
2296,0.388101
2297,0.388101
2298,0.388101
2299,0.388101
2300,0.388101
2301,0.388101
2302,0.388101
2303,0.388101
2304,0.388101
2305,0.388101
2306,0.388101
2307,0.388101
2308,0.388101
2309,0.388101
2310,0.388102
2311,0.388102
2312,0.388102
2313,0.388102
2314,0.388102
2315,0.388102
2316,0.388102
2317,0.388102
2318,0.388102
2319,0.388102
2320,0.388102
2321,0.388102
2322,0.388102
2323,0.388102
2324,0.388103
2325,0.388103
2326,0.388103
2327,0.388103
2328,0.388103
2329,0.388103
2330,0.388103
2331,0.388103
2332,0.388103
2333,0.388103
2334,0.388103
2335,0.388103
2336,0.388103
2337,0.388103
2338,0.388104
2339,0.388104
2340,0.388104
2341,0.388104
2342,0.388104
2343,0.388104
2344,0.388104
2345,0.388104
2346,0.388104
2347,0.388104
2348,0.388104
2349,0.388104
2350,0.388104
2351,0.388104
2352,0.388105
2353,0.388105
2354,0.388105
2355,0.388105
2356,0.388105
2357,0.388105
2358,0.388105
2359,0.388105
2360,0.388105
2361,0.388105
2362,0.388105
2363,0.388105
2364,0.388105
2365,0.388105
2366,0.388106
2367,0.388106
2368,0.388106
2369,0.388106
2370,0.388106
2371,0.388106
2372,0.388106
2373,0.388106
2374,0.388106
2375,0.388106
2376,0.388106
2377,0.388106
2378,0.388106
2379,0.388106
2380,0.388106
2381,0.388107
2382,0.388107
2383,0.388107
2384,0.388107
2385,0.388107
2386,0.388107
2387,0.388107
2388,0.388107
2389,0.388107
2390,0.388107
2391,0.388107
2392,0.388107
2393,0.388107
2394,0.388107
2395,0.388108
2396,0.388108
2397,0.388108
2398,0.388108
2399,0.388108
2400,0.388108
2401,0.388108
2402,0.388108
2403,0.388108
2404,0.388108
2405,0.388108
2406,0.388108
2407,0.388108
2408,0.388108
2409,0.388109
2410,0.388109
2411,0.388109
2412,0.388109
2413,0.388109
2414,0.388109
2415,0.388109
2416,0.388109
2417,0.388109
2418,0.388109
2419,0.388109
2420,0.388109
2421,0.388109
2422,0.388109
2423,0.38811
2424,0.38811
2425,0.38811
2426,0.38811
2427,0.38811
2428,0.38811
2429,0.38811
2430,0.38811
2431,0.38811
2432,0.38811
2433,0.38811
2434,0.38811
2435,0.38811
2436,0.38811
2437,0.388111
2438,0.388111
2439,0.388111
2440,0.388111
2441,0.388111
2442,0.388111
2443,0.388111
2444,0.388111
2445,0.388111
2446,0.388111
2447,0.388111
2448,0.388111
2449,0.388111
2450,0.388111
2451,0.388111
2452,0.388112
2453,0.388112
2454,0.388112
2455,0.388112
2456,0.388112
2457,0.388112
2458,0.388112
2459,0.388112
2460,0.388112
2461,0.388112
2462,0.388112
2463,0.388112
2464,0.388112
2465,0.388112
2466,0.388113
2467,0.388113
2468,0.388113
2469,0.388113
2470,0.388113
2471,0.388113
2472,0.388113
2473,0.388113
2474,0.388113
2475,0.388113
2476,0.388113
2477,0.388113
2478,0.388113
2479,0.388113
2480,0.388114
2481,0.388114
2482,0.388114
2483,0.388114
2484,0.388114
2485,0.388114
2486,0.388114
2487,0.388114
2488,0.388114
2489,0.388114
2490,0.388114
2491,0.388114
2492,0.388114
2493,0.388114
2494,0.388114
2495,0.388115
2496,0.388115
2497,0.388115
2498,0.388115
2499,0.388115
2500,0.388115
2501,0.388115
2502,0.388115
2503,0.388115
2504,0.388115
2505,0.388115
2506,0.388115
2507,0.388115
2508,0.388115
2509,0.388116
2510,0.388116
2511,0.388116
2512,0.388116
2513,0.388116
2514,0.388116
2515,0.388116
2516,0.388116
2517,0.388116
2518,0.388116
2519,0.388116
2520,0.388116
2521,0.388116
2522,0.388116
2523,0.388117
2524,0.388117
2525,0.388117
2526,0.388117
2527,0.388117
2528,0.388117
2529,0.388117
2530,0.388117
2531,0.388117
2532,0.388117
2533,0.388117
2534,0.388117
2535,0.388117
2536,0.388117
2537,0.388117
2538,0.388118
2539,0.388118
2540,0.388118
2541,0.388118
2542,0.388118
2543,0.388118
2544,0.388118
2545,0.388118
2546,0.388118
2547,0.388118
2548,0.388118
2549,0.388118
2550,0.388118
2551,0.388118
2552,0.388119
2553,0.388119
2554,0.388119
2555,0.388119
2556,0.388119
2557,0.388119
2558,0.388119
2559,0.388119
2560,0.388119
2561,0.388119
2562,0.388119
2563,0.388119
2564,0.388119
2565,0.388119
2566,0.388119
2567,0.38812
2568,0.38812
2569,0.38812
2570,0.38812
2571,0.38812
2572,0.38812
2573,0.38812
2574,0.38812
2575,0.38812
2576,0.38812
2577,0.38812
2578,0.38812
2579,0.38812
2580,0.38812
2581,0.38812
2582,0.388121
2583,0.388121
2584,0.388121
2585,0.388121
2586,0.388121
2587,0.388121
2588,0.388121
2589,0.388121
2590,0.388121
2591,0.388121
2592,0.388121
2593,0.388121
2594,0.388121
2595,0.388121
2596,0.388122
2597,0.388122
2598,0.388122
2599,0.388122
2600,0.388122
2601,0.388122
2602,0.388122
2603,0.388122
2604,0.388122
2605,0.388122
2606,0.388122
2607,0.388122
2608,0.388122
2609,0.388122
2610,0.388122
2611,0.388123
2612,0.388123
2613,0.388123
2614,0.388123
2615,0.388123
2616,0.388123
2617,0.388123
2618,0.388123
2619,0.388123
2620,0.388123
2621,0.388123
2622,0.388123
2623,0.388123
2624,0.388123
2625,0.388123
2626,0.388124
2627,0.388124
2628,0.388124
2629,0.388124
2630,0.388124
2631,0.388124
2632,0.388124
2633,0.388124
2634,0.388124
2635,0.388124
2636,0.388124
2637,0.388124
2638,0.388124
2639,0.388124
2640,0.388125
2641,0.388125
2642,0.388125
2643,0.388125
2644,0.388125
2645,0.388125
2646,0.388125
2647,0.388125
2648,0.388125
2649,0.388125
2650,0.388125
2651,0.388125
2652,0.388125
2653,0.388125
2654,0.388125
2655,0.388126
2656,0.388126
2657,0.388126
2658,0.388126
2659,0.388126
2660,0.388126
2661,0.388126
2662,0.388126
2663,0.388126
2664,0.388126
2665,0.388126
2666,0.388126
2667,0.388126
2668,0.388126
2669,0.388126
2670,0.388127
2671,0.388127
2672,0.388127
2673,0.388127
2674,0.388127
2675,0.388127
2676,0.388127
2677,0.388127
2678,0.388127
2679,0.388127
2680,0.388127
2681,0.388127
2682,0.388127
2683,0.388127
2684,0.388127
2685,0.388128
2686,0.388128
2687,0.388128
2688,0.388128
2689,0.388128
2690,0.388128
2691,0.388128
2692,0.388128
2693,0.388128
2694,0.388128
2695,0.388128
2696,0.388128
2697,0.388128
2698,0.388128
2699,0.388128
2700,0.388129
2701,0.388129
2702,0.388129
2703,0.388129
2704,0.388129
2705,0.388129
2706,0.388129
2707,0.388129
2708,0.388129
2709,0.388129
2710,0.388129
2711,0.388129
2712,0.388129
2713,0.388129
2714,0.388129
2715,0.38813
2716,0.38813
2717,0.38813
2718,0.38813
2719,0.38813
2720,0.38813
2721,0.38813
2722,0.38813
2723,0.38813
2724,0.38813
2725,0.38813
2726,0.38813
2727,0.38813
2728,0.38813
2729,0.38813
2730,0.388131
2731,0.388131
2732,0.388131
2733,0.388131
2734,0.388131
2735,0.388131
2736,0.388131
2737,0.388131
2738,0.388131
2739,0.388131
2740,0.388131
2741,0.388131
2742,0.388131
2743,0.388131
2744,0.388131
2745,0.388132
2746,0.388132
2747,0.388132
2748,0.388132
2749,0.388132
2750,0.388132
2751,0.388132
2752,0.388132
2753,0.388132
2754,0.388132
2755,0.388132
2756,0.388132
2757,0.388132
2758,0.388132
2759,0.388132
2760,0.388133
2761,0.388133
2762,0.388133
2763,0.388133
2764,0.388133
2765,0.388133
2766,0.388133
2767,0.388133
2768,0.388133
2769,0.388133
2770,0.388133
2771,0.388133
2772,0.388133
2773,0.388133
2774,0.388133
2775,0.388134
2776,0.388134
2777,0.388134
2778,0.388134
2779,0.388134
2780,0.388134
2781,0.388134
2782,0.388134
2783,0.388134
2784,0.388134
2785,0.388134
2786,0.388134
2787,0.388134
2788,0.388134
2789,0.388134
2790,0.388135
2791,0.388135
2792,0.388135
2793,0.388135
2794,0.388135
2795,0.388135
2796,0.388135
2797,0.388135
2798,0.388135
2799,0.388135
2800,0.388135
2801,0.388135
2802,0.388135
2803,0.388135
2804,0.388135
2805,0.388136
2806,0.388136
2807,0.388136
2808,0.388136
2809,0.388136
2810,0.388136
2811,0.388136
2812,0.388136
2813,0.388136
2814,0.388136
2815,0.388136
2816,0.388136
2817,0.388136
2818,0.388136
2819,0.388136
2820,0.388137
2821,0.388137
2822,0.388137
2823,0.388137
2824,0.388137
2825,0.388137
2826,0.388137
2827,0.388137
2828,0.388137
2829,0.388137
2830,0.388137
2831,0.388137
2832,0.388137
2833,0.388137
2834,0.388137
2835,0.388138
2836,0.388138
2837,0.388138
2838,0.388138
2839,0.388138
2840,0.388138
2841,0.388138
2842,0.388138
2843,0.388138
2844,0.388138
2845,0.388138
2846,0.388138
2847,0.388138
2848,0.388138
2849,0.388138
2850,0.388138
2851,0.388139
2852,0.388139
2853,0.388139
2854,0.388139
2855,0.388139
2856,0.388139
2857,0.388139
2858,0.388139
2859,0.388139
2860,0.388139
2861,0.388139
2862,0.388139
2863,0.388139
2864,0.388139
2865,0.388139
2866,0.38814
2867,0.38814
2868,0.38814
2869,0.38814
2870,0.38814
2871,0.38814
2872,0.38814
2873,0.38814
2874,0.38814
2875,0.38814
2876,0.38814
2877,0.38814
2878,0.38814
2879,0.38814
2880,0.38814
2881,0.388141
2882,0.388141
2883,0.388141
2884,0.388141
2885,0.388141
2886,0.388141
2887,0.388141
2888,0.388141
2889,0.388141
2890,0.388141
2891,0.388141
2892,0.388141
2893,0.388141
2894,0.388141
2895,0.388141
2896,0.388141
2897,0.388142
2898,0.388142
2899,0.388142
2900,0.388142
2901,0.388142
2902,0.388142
2903,0.388142
2904,0.388142
2905,0.388142
2906,0.388142
2907,0.388142
2908,0.388142
2909,0.388142
2910,0.388142
2911,0.388142
2912,0.388143
2913,0.388143
2914,0.388143
2915,0.388143
2916,0.388143
2917,0.388143
2918,0.388143
2919,0.388143
2920,0.388143
2921,0.388143
2922,0.388143
2923,0.388143
2924,0.388143
2925,0.388143
2926,0.388143
2927,0.388143
2928,0.388144
2929,0.388144
2930,0.388144
2931,0.388144
2932,0.388144
2933,0.388144
2934,0.388144
2935,0.388144
2936,0.388144
2937,0.388144
2938,0.388144
2939,0.388144
2940,0.388144
2941,0.388144
2942,0.388144
2943,0.388145
2944,0.388145
2945,0.388145
2946,0.388145
2947,0.388145
2948,0.388145
2949,0.388145
2950,0.388145
2951,0.388145
2952,0.388145
2953,0.388145
2954,0.388145
2955,0.388145
2956,0.388145
2957,0.388145
2958,0.388145
2959,0.388146
2960,0.388146
2961,0.388146
2962,0.388146
2963,0.388146
2964,0.388146
2965,0.388146
2966,0.388146
2967,0.388146
2968,0.388146
2969,0.388146
2970,0.388146
2971,0.388146
2972,0.388146
2973,0.388146
2974,0.388147
2975,0.388147
2976,0.388147
2977,0.388147
2978,0.388147
2979,0.388147
2980,0.388147
2981,0.388147
2982,0.388147
2983,0.388147
2984,0.388147
2985,0.388147
2986,0.388147
2987,0.388147
2988,0.388147
2989,0.388147
2990,0.388148
2991,0.388148
2992,0.388148
2993,0.388148
2994,0.388148
2995,0.388148
2996,0.388148
2997,0.388148
2998,0.388148
2999,0.388148
3000,0.388148
3001,0.388148
3002,0.388148
3003,0.388148
3004,0.388148
3005,0.388148
3006,0.388149
3007,0.388149
3008,0.388149
3009,0.388149
3010,0.388149
3011,0.388149
3012,0.388149
3013,0.388149
3014,0.388149
3015,0.388149
3016,0.388149
3017,0.388149
3018,0.388149
3019,0.388149
3020,0.388149
3021,0.38815
3022,0.38815
3023,0.38815
3024,0.38815
3025,0.38815
3026,0.38815
3027,0.38815
3028,0.38815
3029,0.38815
3030,0.38815
3031,0.38815
3032,0.38815
3033,0.38815
3034,0.38815
3035,0.38815
3036,0.38815
3037,0.388151
3038,0.388151
3039,0.388151
3040,0.388151
3041,0.388151
3042,0.388151
3043,0.388151
3044,0.388151
3045,0.388151
3046,0.388151
3047,0.388151
3048,0.388151
3049,0.388151
3050,0.388151
3051,0.388151
3052,0.388151
3053,0.388152
3054,0.388152
3055,0.388152
3056,0.388152
3057,0.388152
3058,0.388152
3059,0.388152
3060,0.388152
3061,0.388152
3062,0.388152
3063,0.388152
3064,0.388152
3065,0.388152
3066,0.388152
3067,0.388152
3068,0.388152
3069,0.388153
3070,0.388153
3071,0.388153
3072,0.388153
3073,0.388153
3074,0.388153
3075,0.388153
3076,0.388153
3077,0.388153
3078,0.388153
3079,0.388153
3080,0.388153
3081,0.388153
3082,0.388153
3083,0.388153
3084,0.388153
3085,0.388154
3086,0.388154
3087,0.388154
3088,0.388154
3089,0.388154
3090,0.388154
3091,0.388154
3092,0.388154
3093,0.388154
3094,0.388154
3095,0.388154
3096,0.388154
3097,0.388154
3098,0.388154
3099,0.388154
3100,0.388154
3101,0.388155
3102,0.388155
3103,0.388155
3104,0.388155
3105,0.388155
3106,0.388155
3107,0.388155
3108,0.388155
3109,0.388155
3110,0.388155
3111,0.388155
3112,0.388155
3113,0.388155
3114,0.388155
3115,0.388155
3116,0.388155
3117,0.388156
3118,0.388156
3119,0.388156
3120,0.388156
3121,0.388156
3122,0.388156
3123,0.388156
3124,0.388156
3125,0.388156
3126,0.388156
3127,0.388156
3128,0.388156
3129,0.388156
3130,0.388156
3131,0.388156
3132,0.388156
3133,0.388157
3134,0.388157
3135,0.388157
3136,0.388157
3137,0.388157
3138,0.388157
3139,0.388157
3140,0.388157
3141,0.388157
3142,0.388157
3143,0.388157
3144,0.388157
3145,0.388157
3146,0.388157
3147,0.388157
3148,0.388157
3149,0.388158
3150,0.388158
3151,0.388158
3152,0.388158
3153,0.388158
3154,0.388158
3155,0.388158
3156,0.388158
3157,0.388158
3158,0.388158
3159,0.388158
3160,0.388158
3161,0.388158
3162,0.388158
3163,0.388158
3164,0.388158
3165,0.388159
3166,0.388159
3167,0.388159
3168,0.388159
3169,0.388159
3170,0.388159
3171,0.388159
3172,0.388159
3173,0.388159
3174,0.388159
3175,0.388159
3176,0.388159
3177,0.388159
3178,0.388159
3179,0.388159
3180,0.388159
3181,0.38816
3182,0.38816
3183,0.38816
3184,0.38816
3185,0.38816
3186,0.38816
3187,0.38816
3188,0.38816
3189,0.38816
3190,0.38816
3191,0.38816
3192,0.38816
3193,0.38816
3194,0.38816
3195,0.38816
3196,0.38816
3197,0.388161
3198,0.388161
3199,0.388161
3200,0.388161
3201,0.388161
3202,0.388161
3203,0.388161
3204,0.388161
3205,0.388161
3206,0.388161
3207,0.388161
3208,0.388161
3209,0.388161
3210,0.388161
3211,0.388161
3212,0.388161
3213,0.388162
3214,0.388162
3215,0.388162
3216,0.388162
3217,0.388162
3218,0.388162
3219,0.388162
3220,0.388162
3221,0.388162
3222,0.388162
3223,0.388162
3224,0.388162
3225,0.388162
3226,0.388162
3227,0.388162
3228,0.388162
3229,0.388162
3230,0.388163
3231,0.388163
3232,0.388163
3233,0.388163
3234,0.388163
3235,0.388163
3236,0.388163
3237,0.388163
3238,0.388163
3239,0.388163
3240,0.388163
3241,0.388163
3242,0.388163
3243,0.388163
3244,0.388163
3245,0.388163
3246,0.388164
3247,0.388164
3248,0.388164
3249,0.388164
3250,0.388164
3251,0.388164
3252,0.388164
3253,0.388164
3254,0.388164
3255,0.388164
3256,0.388164
3257,0.388164
3258,0.388164
3259,0.388164
3260,0.388164
3261,0.388164
3262,0.388165
3263,0.388165
3264,0.388165
3265,0.388165
3266,0.388165
3267,0.388165
3268,0.388165
3269,0.388165
3270,0.388165
3271,0.388165
3272,0.388165
3273,0.388165
3274,0.388165
3275,0.388165
3276,0.388165
3277,0.388165
3278,0.388165
3279,0.388166
3280,0.388166
3281,0.388166
3282,0.388166
3283,0.388166
3284,0.388166
3285,0.388166
3286,0.388166
3287,0.388166
3288,0.388166
3289,0.388166
3290,0.388166
3291,0.388166
3292,0.388166
3293,0.388166
3294,0.388166
3295,0.388167
3296,0.388167
3297,0.388167
3298,0.388167
3299,0.388167
3300,0.388167
3301,0.388167
3302,0.388167
3303,0.388167
3304,0.388167
3305,0.388167
3306,0.388167
3307,0.388167
3308,0.388167
3309,0.388167
3310,0.388167
3311,0.388167
3312,0.388168
3313,0.388168
3314,0.388168
3315,0.388168
3316,0.388168
3317,0.388168
3318,0.388168
3319,0.388168
3320,0.388168
3321,0.388168
3322,0.388168
3323,0.388168
3324,0.388168
3325,0.388168
3326,0.388168
3327,0.388168
3328,0.388169
3329,0.388169
3330,0.388169
3331,0.388169
3332,0.388169
3333,0.388169
3334,0.388169
3335,0.388169
3336,0.388169
3337,0.388169
3338,0.388169
3339,0.388169
3340,0.388169
3341,0.388169
3342,0.388169
3343,0.388169
3344,0.388169
3345,0.38817
3346,0.38817
3347,0.38817
3348,0.38817
3349,0.38817
3350,0.38817
3351,0.38817
3352,0.38817
3353,0.38817
3354,0.38817
3355,0.38817
3356,0.38817
3357,0.38817
3358,0.38817
3359,0.38817
3360,0.38817
3361,0.388171
3362,0.388171
3363,0.388171
3364,0.388171
3365,0.388171
3366,0.388171
3367,0.388171
3368,0.388171
3369,0.388171
3370,0.388171
3371,0.388171
3372,0.388171
3373,0.388171
3374,0.388171
3375,0.388171
3376,0.388171
3377,0.388171
3378,0.388172
3379,0.388172
3380,0.388172
3381,0.388172
3382,0.388172
3383,0.388172
3384,0.388172
3385,0.388172
3386,0.388172
3387,0.388172
3388,0.388172
3389,0.388172
3390,0.388172
3391,0.388172
3392,0.388172
3393,0.388172
3394,0.388172
3395,0.388173
3396,0.388173
3397,0.388173
3398,0.388173
3399,0.388173
3400,0.388173
3401,0.388173
3402,0.388173
3403,0.388173
3404,0.388173
3405,0.388173
3406,0.388173
3407,0.388173
3408,0.388173
3409,0.388173
3410,0.388173
3411,0.388174
3412,0.388174
3413,0.388174
3414,0.388174
3415,0.388174
3416,0.388174
3417,0.388174
3418,0.388174
3419,0.388174
3420,0.388174
3421,0.388174
3422,0.388174
3423,0.388174
3424,0.388174
3425,0.388174
3426,0.388174
3427,0.388174
3428,0.388175
3429,0.388175
3430,0.388175
3431,0.388175
3432,0.388175
3433,0.388175
3434,0.388175
3435,0.388175
3436,0.388175
3437,0.388175
3438,0.388175
3439,0.388175
3440,0.388175
3441,0.388175
3442,0.388175
3443,0.388175
3444,0.388175
3445,0.388176
3446,0.388176
3447,0.388176
3448,0.388176
3449,0.388176
3450,0.388176
3451,0.388176
3452,0.388176
3453,0.388176
3454,0.388176
3455,0.388176
3456,0.388176
3457,0.388176
3458,0.388176
3459,0.388176
3460,0.388176
3461,0.388176
3462,0.388177
3463,0.388177
3464,0.388177
3465,0.388177
3466,0.388177
3467,0.388177
3468,0.388177
3469,0.388177
3470,0.388177
3471,0.388177
3472,0.388177
3473,0.388177
3474,0.388177
3475,0.388177
3476,0.388177
3477,0.388177
3478,0.388177
3479,0.388178
3480,0.388178
3481,0.388178
3482,0.388178
3483,0.388178
3484,0.388178
3485,0.388178
3486,0.388178
3487,0.388178
3488,0.388178
3489,0.388178
3490,0.388178
3491,0.388178
3492,0.388178
3493,0.388178
3494,0.388178
3495,0.388178
3496,0.388179
3497,0.388179
3498,0.388179
3499,0.388179
3500,0.388179
3501,0.388179
3502,0.388179
3503,0.388179
3504,0.388179
3505,0.388179
3506,0.388179
3507,0.388179
3508,0.388179
3509,0.388179
3510,0.388179
3511,0.388179
3512,0.388179
3513,0.38818
3514,0.38818
3515,0.38818
3516,0.38818
3517,0.38818
3518,0.38818
3519,0.38818
3520,0.38818
3521,0.38818
3522,0.38818
3523,0.38818
3524,0.38818
3525,0.38818
3526,0.38818
3527,0.38818
3528,0.38818
3529,0.38818
3530,0.388181
3531,0.388181
3532,0.388181
3533,0.388181
3534,0.388181
3535,0.388181
3536,0.388181
3537,0.388181
3538,0.388181
3539,0.388181
3540,0.388181
3541,0.388181
3542,0.388181
3543,0.388181
3544,0.388181
3545,0.388181
3546,0.388181
3547,0.388182
3548,0.388182
3549,0.388182
3550,0.388182
3551,0.388182
3552,0.388182
3553,0.388182
3554,0.388182
3555,0.388182
3556,0.388182
3557,0.388182
3558,0.388182
3559,0.388182
3560,0.388182
3561,0.388182
3562,0.388182
3563,0.388182
3564,0.388183
3565,0.388183
3566,0.388183
3567,0.388183
3568,0.388183
3569,0.388183
3570,0.388183
3571,0.388183
3572,0.388183
3573,0.388183
3574,0.388183
3575,0.388183
3576,0.388183
3577,0.388183
3578,0.388183
3579,0.388183
3580,0.388183
3581,0.388183
3582,0.388184
3583,0.388184
3584,0.388184
3585,0.388184
3586,0.388184
3587,0.388184
3588,0.388184
3589,0.388184
3590,0.388184
3591,0.388184
3592,0.388184
3593,0.388184
3594,0.388184
3595,0.388184
3596,0.388184
3597,0.388184
3598,0.388184
3599,0.388185
3600,0.388185
3601,0.388185
3602,0.388185
3603,0.388185
3604,0.388185
3605,0.388185
3606,0.388185
3607,0.388185
3608,0.388185
3609,0.388185
3610,0.388185
3611,0.388185
3612,0.388185
3613,0.388185
3614,0.388185
3615,0.388185
3616,0.388186
3617,0.388186
3618,0.388186
3619,0.388186
