1,1.22823,33.3333
2,1.18165,33.3333
3,1.14811,33.3333
4,1.12342,40
5,1.10538,42.2222
6,1.09337,40
7,1.08567,44.4444
8,1.08074,46.6667
9,1.07762,37.7778
10,1.07434,40
11,1.06959,37.7778
12,1.06414,35.5556
13,1.05837,31.1111
14,1.05248,28.8889
15,1.04616,28.8889
16,1.03945,28.8889
17,1.03243,31.1111
18,1.02494,31.1111
19,1.01706,31.1111
20,1.00887,33.3333
21,1.00033,35.5556
22,0.991639,35.5556
23,0.982771,35.5556
24,0.973706,35.5556
25,0.964513,37.7778
26,0.955197,42.2222
27,0.945781,42.2222
28,0.936294,42.2222
29,0.926793,44.4444
30,0.917374,48.8889
31,0.908022,48.8889
32,0.898658,48.8889
33,0.889415,48.8889
34,0.880156,48.8889
35,0.871062,48.8889
36,0.862094,48.8889
37,0.853317,48.8889
38,0.844555,51.1111
39,0.835792,51.1111
40,0.826791,51.1111
41,0.817878,51.1111
42,0.808928,51.1111
43,0.799872,53.3333
44,0.79054,53.3333
45,0.781317,55.5556
46,0.771806,55.5556
47,0.761762,57.7778
48,0.75171,60
49,0.741781,60
50,0.732163,64.4444
51,0.722786,64.4444
52,0.713022,64.4444
53,0.703208,68.8889
54,0.693184,71.1111
55,0.683244,75.5556
56,0.673231,77.7778
57,0.663199,77.7778
58,0.653131,77.7778
59,0.643238,77.7778
60,0.633306,77.7778
61,0.623413,82.2222
62,0.613631,82.2222
63,0.603921,82.2222
64,0.594225,82.2222
65,0.584696,82.2222
66,0.575306,82.2222
67,0.565775,82.2222
68,0.556413,82.2222
69,0.547008,82.2222
70,0.537729,82.2222
71,0.528685,82.2222
72,0.51985,82.2222
73,0.511234,82.2222
74,0.50285,82.2222
75,0.494563,82.2222
76,0.486363,82.2222
77,0.478348,84.4444
78,0.470526,84.4444
79,0.462918,86.6667
80,0.455502,86.6667
81,0.448269,86.6667
82,0.441221,86.6667
83,0.434351,86.6667
84,0.427569,86.6667
85,0.420935,86.6667
86,0.414445,86.6667
87,0.408108,86.6667
88,0.401953,86.6667
89,0.395982,86.6667
90,0.390102,86.6667
91,0.384363,86.6667
92,0.378771,86.6667
93,0.373328,86.6667
94,0.368025,86.6667
95,0.362856,86.6667
96,0.357819,86.6667
97,0.35291,86.6667
98,0.348125,86.6667
99,0.34346,86.6667
100,0.338914,86.6667
101,0.334482,86.6667
102,0.330164,86.6667
103,0.325923,86.6667
104,0.321765,86.6667
105,0.317705,86.6667
106,0.31374,86.6667
107,0.309876,88.8889
108,0.306118,88.8889
109,0.302449,88.8889
110,0.29887,88.8889
111,0.29538,88.8889
112,0.291975,88.8889
113,0.288651,88.8889
114,0.285406,88.8889
115,0.282238,88.8889
116,0.279143,88.8889
117,0.276121,88.8889
118,0.273171,88.8889
119,0.270287,88.8889
120,0.267469,88.8889
121,0.264715,88.8889
122,0.262023,88.8889
123,0.259388,88.8889
124,0.256809,88.8889
125,0.254287,88.8889
126,0.25182,88.8889
127,0.249407,88.8889
128,0.247046,88.8889
129,0.24474,88.8889
130,0.242488,88.8889
131,0.240284,88.8889
132,0.238126,88.8889
133,0.236014,88.8889
134,0.233939,88.8889
135,0.231907,88.8889
136,0.229917,88.8889
137,0.227967,88.8889
138,0.226056,88.8889
139,0.224182,88.8889
140,0.222342,88.8889
141,0.220537,88.8889
142,0.218769,88.8889
143,0.217035,88.8889
144,0.215334,88.8889
145,0.213665,88.8889
146,0.212027,88.8889
147,0.21042,88.8889
148,0.208844,88.8889
149,0.207296,88.8889
150,0.205776,88.8889
151,0.204284,88.8889
152,0.202818,88.8889
153,0.201378,88.8889
154,0.199964,88.8889
155,0.198574,88.8889
156,0.197208,88.8889
157,0.195866,88.8889
158,0.194547,88.8889
159,0.193251,88.8889
160,0.191976,88.8889
161,0.190722,88.8889
162,0.18949,88.8889
163,0.188278,88.8889
164,0.187085,91.1111
165,0.185913,91.1111
166,0.184758,91.1111
167,0.183622,91.1111
168,0.182503,91.1111
169,0.181402,91.1111
170,0.180319,91.1111
171,0.179252,91.1111
172,0.178202,91.1111
173,0.177168,91.1111
174,0.17615,91.1111
175,0.175148,91.1111
176,0.17416,91.1111
177,0.173187,91.1111
178,0.172229,91.1111
179,0.171285,91.1111
180,0.170355,91.1111
181,0.169438,91.1111
182,0.168534,91.1111
183,0.167644,91.1111
184,0.166766,91.1111
185,0.1659,91.1111
186,0.165047,91.1111
187,0.164206,91.1111
188,0.163376,91.1111
189,0.162557,91.1111
190,0.16175,91.1111
191,0.160953,91.1111
192,0.160167,91.1111
193,0.159392,91.1111
194,0.158627,91.1111
195,0.157873,91.1111
196,0.157128,91.1111
197,0.156393,91.1111
198,0.155669,91.1111
199,0.154953,91.1111
200,0.154247,91.1111
201,0.15355,91.1111
202,0.152861,91.1111
203,0.152182,91.1111
204,0.151511,91.1111
205,0.150848,91.1111
206,0.150194,91.1111
207,0.149548,91.1111
208,0.148909,91.1111
209,0.148279,91.1111
210,0.147656,91.1111
211,0.14704,91.1111
212,0.146432,91.1111
213,0.145831,91.1111
214,0.145237,91.1111
215,0.144651,91.1111
216,0.144071,91.1111
217,0.143497,91.1111
218,0.142931,91.1111
219,0.142371,91.1111
220,0.141817,91.1111
221,0.141269,91.1111
222,0.140728,91.1111
223,0.140193,91.1111
224,0.139664,91.1111
225,0.13914,91.1111
226,0.138623,91.1111
227,0.138111,91.1111
