Epoch, weights
1,-0.187424,-0.335857,0.962888,0.801421,-0.810721,-0.90059,0.185143,0.836064,-0.183031,-0.546879,-0.173416,0.87449,-0.235899,-0.672364,0.665794,0.820219,-0.677674,-0.789389,-0.405038,0.634519,-0.516361,0.914465,-0.870735,-0.239281,0.814467,0.583367,-0.0128765,0.725862,-0.283895,-0.7524,0.704155,0.431868,-0.168253,-0.664983,-0.669597,-0.975895,-0.806038,-0.120846,0.277555,-0.314969,0.0136996,0.620591,-0.450638,-0.0479952,-0.868082,-0.862992,0.0329638,-0.458588,0.635861,0.302267,-0.683858,0.350341,-0.136607,0.356366,-0.0126626,-0.68353,0.628792,0.441922,-0.460668,-0.258347,-0.727616,-0.5685,0.34833,0.846704,-0.72104,0.863111,-0.999086,
2,-0.258413,-0.448961,1.10798,0.877412,-0.873547,-1.08305,0.435242,0.946322,-0.18096,-0.564877,-0.146107,0.883446,-0.330383,-0.856372,0.909369,0.939457,-0.725737,-0.832902,-0.355949,0.668495,-0.553982,0.944136,-0.92667,-0.246103,0.83395,0.63553,-0.0920729,0.688674,-0.262656,-0.72185,0.666458,0.411412,-0.500057,-0.664983,-0.669597,-1.03691,-0.806038,-0.120846,0.380568,-0.393725,0.191217,0.620591,-0.450638,-0.0939685,-0.868082,-0.862992,0.00765608,-0.456414,0.790148,0.302267,-0.683858,0.457329,-0.136607,0.356366,-0.090368,-0.606947,0.600201,0.408129,-0.462022,-0.300126,-0.743592,-0.574454,0.359281,0.854793,-0.688666,0.855323,-1.02367,
3,-0.321249,-0.562631,1.26226,0.956062,-0.89495,-1.18925,0.599269,1.01611,-0.17386,-0.573412,-0.128291,0.888137,-0.39619,-0.979316,1.07859,1.0251,-0.767691,-0.865995,-0.323376,0.693914,-0.603792,0.950176,-0.962808,-0.244763,0.850894,0.680103,-0.161713,0.655277,-0.253568,-0.711306,0.65412,0.403948,-0.719999,-0.664983,-0.669597,-1.08087,-0.806038,-0.120846,0.45098,-0.442961,0.28952,0.620591,-0.450638,-0.148139,-0.868082,-0.862992,0.0103133,-0.461521,0.911788,0.302267,-0.683858,0.555455,-0.136607,0.356366,-0.163438,-0.552604,0.572534,0.39046,-0.461498,-0.329824,-0.756876,-0.584698,0.369055,0.858013,-0.670034,0.856433,-1.04341,
4,-0.372145,-0.659832,1.39876,1.02553,-0.901364,-1.26008,0.717376,1.06497,-0.166037,-0.57851,-0.114841,0.891119,-0.449408,-1.0687,1.20136,1.09011,-0.803049,-0.890443,-0.302406,0.712918,-0.651669,0.950765,-0.992422,-0.242075,0.866444,0.717006,-0.21958,0.626612,-0.249704,-0.708237,0.651269,0.401681,-0.878402,-0.664983,-0.669597,-1.11232,-0.806038,-0.120846,0.505385,-0.477032,0.35274,0.620591,-0.450638,-0.199616,-0.868082,-0.862992,0.0197763,-0.466264,1.00697,0.302267,-0.683858,0.638386,-0.136607,0.356366,-0.227305,-0.51379,0.548784,0.379854,-0.460441,-0.353281,-0.767819,-0.59514,0.377734,0.859222,-0.657824,0.860217,-1.05941,
5,-0.413261,-0.740952,1.51587,1.08535,-0.901516,-1.31134,0.807465,1.10135,-0.158678,-0.58208,-0.104076,0.893178,-0.494698,-1.13659,1.29376,1.14157,-0.832583,-0.908617,-0.288436,0.727712,-0.694301,0.950501,-1.01794,-0.239144,0.880831,0.747627,-0.26761,0.601973,-0.248409,-0.708284,0.652179,0.401654,-0.999794,-0.664983,-0.669597,-1.13479,-0.806038,-0.120846,0.549563,-0.502211,0.397877,0.620591,-0.450638,-0.246158,-0.868082,-0.862992,0.0297173,-0.469644,1.08323,0.302267,-0.683858,0.707402,-0.136607,0.356366,-0.281424,-0.485232,0.528647,0.372956,-0.459247,-0.372796,-0.776964,-0.604864,0.38551,0.859491,-0.64918,0.864809,-1.07264,
6,-0.446933,-0.808667,1.61608,1.13691,-0.898854,-1.35041,0.878726,1.12952,-0.152045,-0.584834,-0.0952335,0.89463,-0.534183,-1.18956,1.36536,1.18367,-0.857436,-0.922337,-0.278695,0.739738,-0.731594,0.950487,-1.04002,-0.236047,0.894043,0.773162,-0.307876,0.580573,-0.248414,-0.709654,0.654606,0.402637,-1.09658,-0.664983,-0.669597,-1.15098,-0.806038,-0.120846,0.586371,-0.521654,0.432003,0.620591,-0.450638,-0.287808,-0.868082,-0.862992,0.0385315,-0.471893,1.14589,0.302267,-0.683858,0.765236,-0.136607,0.356366,-0.327046,-0.463539,0.511453,0.36826,-0.458039,-0.389565,-0.784768,-0.613766,0.392523,0.859295,-0.642751,0.869594,-1.08386,
7,-0.474999,-0.865651,1.7024,1.18174,-0.894877,-1.38131,0.936685,1.15197,-0.146115,-0.587091,-0.0878318,0.895647,-0.569175,-1.23174,1.42224,1.21909,-0.878641,-0.93287,-0.271611,0.749881,-0.764276,0.950936,-1.05918,-0.232773,0.906107,0.794605,-0.342091,0.561743,-0.249088,-0.711554,0.657598,0.404077,-1.17606,-0.664983,-0.669597,-1.16278,-0.806038,-0.120846,0.617579,-0.537167,0.45881,0.620591,-0.450638,-0.325083,-0.868082,-0.862992,0.0460145,-0.473318,1.19856,0.302267,-0.683858,0.814312,-0.136607,0.356366,-0.365737,-0.446601,0.496577,0.364973,-0.456859,-0.404334,-0.791569,-0.621933,0.398897,0.858864,-0.637787,0.874349,-1.09358,
8,-0.498802,-0.914125,1.77748,1.22116,-0.890301,-1.40648,0.984917,1.17029,-0.140804,-0.589023,-0.0815375,0.896343,-0.600582,-1.26589,1.46848,1.24965,-0.896992,-0.941075,-0.266255,0.758699,-0.793136,0.951845,-1.07592,-0.229319,0.917106,0.812758,-0.371589,0.544945,-0.250103,-0.713617,0.660737,0.405712,-1.24288,-0.664983,-0.669597,-1.17151,-0.806038,-0.120846,0.64443,-0.549867,0.480455,0.620591,-0.450638,-0.358566,-0.868082,-0.862992,0.0522866,-0.47416,1.24374,0.302267,-0.683858,0.856523,-0.136607,0.356366,-0.398861,-0.43306,0.483521,0.362632,-0.455721,-0.417601,-0.797604,-0.629473,0.404738,0.858313,-0.63384,0.878988,-1.10216,
9,-0.519287,-0.955814,1.84351,1.25623,-0.885433,-1.42745,1.02587,1.18555,-0.136002,-0.590721,-0.0760994,0.896795,-0.629099,-1.29396,1.50682,1.27656,-0.913119,-0.947562,-0.262085,0.766545,-0.81893,0.953107,-1.09067,-0.225714,0.927144,0.828256,-0.397377,0.529769,-0.251282,-0.715675,0.663838,0.407416,-1.30018,-0.664983,-0.669597,-1.17806,-0.806038,-0.120846,0.667791,-0.560486,0.498331,0.620591,-0.450638,-0.388791,-0.868082,-0.862992,0.0576369,-0.474586,1.28316,0.302267,-0.683858,0.893299,-0.136607,0.356366,-0.427572,-0.422014,0.471903,0.360957,-0.454625,-0.429718,-0.803048,-0.636497,0.410138,0.857703,-0.630627,0.883491,-1.10988,
10,-0.537207,-0.992049,1.90212,1.28775,-0.880487,-1.44527,1.06118,1.19845,-0.131631,-0.592245,-0.0713442,0.89706,-0.65527,-1.31731,1.53914,1.30067,-0.927475,-0.952748,-0.258751,0.773656,-0.842201,0.954651,-1.10377,-0.221978,0.936348,0.841595,-0.420188,0.515908,-0.252533,-0.71765,0.666817,0.409122,-1.35007,-0.664983,-0.669597,-1.18303,-0.806038,-0.120846,0.688353,-0.56952,0.51333,0.620591,-0.450638,-0.416227,-0.868082,-0.862992,0.0622356,-0.474708,1.31805,0.302267,-0.683858,0.925709,-0.136607,0.356366,-0.452732,-0.412859,0.46143,0.359766,-0.453569,-0.440938,-0.808027,-0.643092,0.415171,0.857067,-0.627959,0.887855,-1.11691,
